"Date","State","Race","Cases","Deaths","DateAsDate","PrevDate","PrevCases","PrevDeaths","NewCases","NewDeaths"
20200726,"IL","Latinx",52176,1540,2020-07-26,20200719,50397,1510,1779,30
20200802,"IL","Latinx",54176,1566,2020-08-02,20200726,52176,1540,2000,26
20200809,"IL","Latinx",56904,1579,2020-08-09,20200802,54176,1566,2728,13
20200816,"IL","Latinx",59227,1595,2020-08-16,20200809,56904,1579,2323,16
20200823,"IL","Latinx",62056,1613,2020-08-23,20200816,59227,1595,2829,18
20200830,"IL","Latinx",64580,1625,2020-08-30,20200823,62056,1613,2524,12
20200906,"IL","Latinx",67136,1648,2020-09-06,20200830,64580,1625,2556,23
20200913,"IL","Latinx",69281,1679,2020-09-13,20200906,67136,1648,2145,31
20200920,"IL","Latinx",71718,1705,2020-09-20,20200913,69281,1679,2437,26
20200927,"IL","Latinx",74097,1727,2020-09-27,20200920,71718,1705,2379,22
20201004,"IL","Latinx",76566,1756,2020-10-04,20200927,74097,1727,2469,29
20201011,"IL","Latinx",80946.5,1776,2020-10-11,20201004,76566,1756,4380.5,20
20201018,"IL","Latinx",83842,1806,2020-10-18,20201011,80946.5,1776,2895.5,30
20201025,"IL","Latinx",89491,1827,2020-10-25,20201018,83842,1806,5649,21
20201101,"IL","Latinx",97098,1856,2020-11-01,20201025,89491,1827,7607,29
20201108,"IL","Latinx",108457,1899,2020-11-08,20201101,97098,1856,11359,43
20201115,"IL","Latinx",121589,1955,2020-11-15,20201108,108457,1899,13132,56
20201122,"IL","Latinx",132353,2052,2020-11-22,20201115,121589,1955,10764,97
20201129,"IL","Latinx",140237,2131,2020-11-29,20201122,132353,2052,7884,79
20201206,"IL","Latinx",149496,2252,2020-12-06,20201129,140237,2131,9259,121
20201213,"IL","Latinx",158728,2394,2020-12-13,20201206,149496,2252,9232,142
20201220,"IL","Latinx",167071,2500,2020-12-20,20201213,158728,2394,8343,106
20201227,"IL","Latinx",173818,2619,2020-12-27,20201220,167071,2500,6747,119
20210103,"IL","Latinx",181020,2708,2021-01-03,20201227,173818,2619,7202,89
20210110,"IL","Latinx",189259,2803,2021-01-10,20210103,181020,2708,8239,95
20210117,"IL","Latinx",196426,2880,2021-01-17,20210110,189259,2803,7167,77
20210124,"IL","Latinx",202302,2958,2021-01-24,20210117,196426,2880,5876,78
20210131,"IL","Latinx",206408,3038,2021-01-31,20210124,202302,2958,4106,80
20210207,"IL","Latinx",210358,3109,2021-02-07,20210131,206408,3038,3950,71
20210214,"IL","Latinx",213254,3155,2021-02-14,20210207,210358,3109,2896,46
20210221,"IL","Latinx",215726,3210,2021-02-21,20210214,213254,3155,2472,55
20210228,"IL","Latinx",217645,3243,2021-02-28,20210221,215726,3210,1919,33
20210307,"IL","Latinx",219967,3291,2021-03-07,20210228,217645,3243,2322,48
20200419,"IL","NHPI",39,2,2020-04-19,20200412,28,1,11,1
20200426,"IL","NHPI",52,2.33333333333333,2020-04-26,20200419,39,2,13,0.333333333333333
20200503,"IL","NHPI",67,2.4,2020-05-03,20200426,52,2.33333333333333,15,0.0666666666666664
20200510,"IL","NHPI",123,2.4,2020-05-10,20200503,67,2.4,56,0
20200517,"IL","NHPI",219,2.4,2020-05-17,20200510,123,2.4,96,0
20200524,"IL","NHPI",278,3,2020-05-24,20200517,219,2.4,59,0.6
20200531,"IL","NHPI",294,4,2020-05-31,20200524,278,3,16,1
20200607,"IL","NHPI",320,5,2020-06-07,20200531,294,4,26,1
20200614,"IL","NHPI",331,5,2020-06-14,20200607,320,5,11,0
20200621,"IL","NHPI",352,6,2020-06-21,20200614,331,5,21,1
20200628,"IL","NHPI",366,6,2020-06-28,20200621,352,6,14,0
20200705,"IL","NHPI",379,7,2020-07-05,20200628,366,6,13,1
20200712,"IL","NHPI",385,8,2020-07-12,20200705,379,7,6,1
20200719,"IL","NHPI",392,9,2020-07-19,20200712,385,8,7,1
20200726,"IL","NHPI",404,9,2020-07-26,20200719,392,9,12,0
20200802,"IL","NHPI",412,9,2020-08-02,20200726,404,9,8,0
20200809,"IL","NHPI",428,9,2020-08-09,20200802,412,9,16,0
20200816,"IL","NHPI",439,9,2020-08-16,20200809,428,9,11,0
20200823,"IL","NHPI",454,9,2020-08-23,20200816,439,9,15,0
20200830,"IL","NHPI",465,9,2020-08-30,20200823,454,9,11,0
20200906,"IL","NHPI",476,9,2020-09-06,20200830,465,9,11,0
20200913,"IL","NHPI",485,9.81818181818182,2020-09-13,20200906,476,9,9,0.818181818181818
20200920,"IL","NHPI",496,9.81818181818182,2020-09-20,20200913,485,9.81818181818182,11,0
20200927,"IL","NHPI",518,9.81818181818182,2020-09-27,20200920,496,9.81818181818182,22,0
20201004,"IL","NHPI",534,9.81818181818182,2020-10-04,20200927,518,9.81818181818182,16,0
20201011,"IL","NHPI",540,9.81818181818182,2020-10-11,20201004,534,9.81818181818182,6,0
20201018,"IL","NHPI",547,9.81818181818182,2020-10-18,20201011,540,9.81818181818182,7,0
20201025,"IL","NHPI",567,10,2020-10-25,20201018,547,9.81818181818182,20,0.181818181818182
20201101,"IL","NHPI",587,10,2020-11-01,20201025,567,10,20,0
20201108,"IL","NHPI",624,10,2020-11-08,20201101,587,10,37,0
20201115,"IL","NHPI",661,10,2020-11-15,20201108,624,10,37,0
20201122,"IL","NHPI",689,10,2020-11-22,20201115,661,10,28,0
20201129,"IL","NHPI",729,11,2020-11-29,20201122,689,10,40,1
20201206,"IL","NHPI",762,13,2020-12-06,20201129,729,11,33,2
20201213,"IL","NHPI",801,13,2020-12-13,20201206,762,13,39,0
20201220,"IL","NHPI",836,14,2020-12-20,20201213,801,13,35,1
20201227,"IL","NHPI",874,16,2020-12-27,20201220,836,14,38,2
20210103,"IL","NHPI",907,16,2021-01-03,20201227,874,16,33,0
20210110,"IL","NHPI",947,16,2021-01-10,20210103,907,16,40,0
20210117,"IL","NHPI",981,16,2021-01-17,20210110,947,16,34,0
20210124,"IL","NHPI",1006,18,2021-01-24,20210117,981,16,25,2
20210131,"IL","NHPI",1030,18,2021-01-31,20210124,1006,18,24,0
20210207,"IL","NHPI",1054,18,2021-02-07,20210131,1030,18,24,0
20210214,"IL","NHPI",1075,18,2021-02-14,20210207,1054,18,21,0
20210221,"IL","NHPI",1101,19,2021-02-21,20210214,1075,18,26,1
20210228,"IL","NHPI",1116,20,2021-02-28,20210221,1101,19,15,1
20210307,"IL","NHPI",1125,20,2021-03-07,20210228,1116,20,9,0
20200419,"IL","Other",1324,15.5,2020-04-19,20200412,988,12,336,3.5
20200426,"IL","Other",1834,20,2020-04-26,20200419,1324,15.5,510,4.5
20200503,"IL","Other",2524,27.3333333333333,2020-05-03,20200426,1834,20,690,7.33333333333333
20200510,"IL","Other",3142,27.3333333333333,2020-05-10,20200503,2524,27.3333333333333,618,0
20200517,"IL","Other",3643,33.5,2020-05-17,20200510,3142,27.3333333333333,501,6.16666666666667
20200524,"IL","Other",4037,36.6666666666667,2020-05-24,20200517,3643,33.5,394,3.16666666666666
20200531,"IL","Other",4420,39,2020-05-31,20200524,4037,36.6666666666667,383,2.33333333333334
20200607,"IL","Other",4623,41.3333333333333,2020-06-07,20200531,4420,39,203,2.33333333333334
20200614,"IL","Other",4780,44,2020-06-14,20200607,4623,41.3333333333333,157,2.66666666666666
20200621,"IL","Other",5218,49.2,2020-06-21,20200614,4780,44,438,5.2
20200628,"IL","Other",5361,49.2,2020-06-28,20200621,5218,49.2,143,0
20200705,"IL","Other",5493,49.2,2020-07-05,20200628,5361,49.2,132,0
20200712,"IL","Other",5719,50.3030303030303,2020-07-12,20200705,5493,49.2,226,1.1030303030303
20200719,"IL","Other",6015,50.3030303030303,2020-07-19,20200712,5719,50.3030303030303,296,0
20200726,"IL","Other",6438,50.3030303030303,2020-07-26,20200719,6015,50.3030303030303,423,0
20200802,"IL","Other",6716,50.3030303030303,2020-08-02,20200726,6438,50.3030303030303,278,0
20200809,"IL","Other",7160,50.3030303030303,2020-08-09,20200802,6716,50.3030303030303,444,0
20200816,"IL","Other",7661,50.3030303030303,2020-08-16,20200809,7160,50.3030303030303,501,0
20200823,"IL","Other",8214,50.3030303030303,2020-08-23,20200816,7661,50.3030303030303,553,0
20200830,"IL","Other",8643,50.3030303030303,2020-08-30,20200823,8214,50.3030303030303,429,0
20200906,"IL","Other",9172,50.3030303030303,2020-09-06,20200830,8643,50.3030303030303,529,0
20200913,"IL","Other",9550,50.3030303030303,2020-09-13,20200906,9172,50.3030303030303,378,0
20200920,"IL","Other",9889,50.3030303030303,2020-09-20,20200913,9550,50.3030303030303,339,0
20200927,"IL","Other",10338,50.3030303030303,2020-09-27,20200920,9889,50.3030303030303,449,0
20201004,"IL","Other",10812,50.3030303030303,2020-10-04,20200927,10338,50.3030303030303,474,0
20201011,"IL","Other",11369,50.3030303030303,2020-10-11,20201004,10812,50.3030303030303,557,0
20201018,"IL","Other",12166,50.3030303030303,2020-10-18,20201011,11369,50.3030303030303,797,0
20201025,"IL","Other",13150,50.3030303030303,2020-10-25,20201018,12166,50.3030303030303,984,0
20201101,"IL","Other",14740,53.6666666666667,2020-11-01,20201025,13150,50.3030303030303,1590,3.36363636363636
20201108,"IL","Other",16992,53.6666666666667,2020-11-08,20201101,14740,53.6666666666667,2252,0
20201115,"IL","Other",19878,62,2020-11-15,20201108,16992,53.6666666666667,2886,8.33333333333334
20201122,"IL","Other",22541,64,2020-11-22,20201115,19878,62,2663,2
20201129,"IL","Other",24674,67,2020-11-29,20201122,22541,64,2133,3
20201206,"IL","Other",27031,82,2020-12-06,20201129,24674,67,2357,15
20201213,"IL","Other",29137,85,2020-12-13,20201206,27031,82,2106,3
20201220,"IL","Other",30708,94,2020-12-20,20201213,29137,85,1571,9
20201227,"IL","Other",32113,96,2020-12-27,20201220,30708,94,1405,2
20210103,"IL","Other",33627,102,2021-01-03,20201227,32113,96,1514,6
20210110,"IL","Other",35257,108,2021-01-10,20210103,33627,102,1630,6
20210117,"IL","Other",36673,110,2021-01-17,20210110,35257,108,1416,2
20210124,"IL","Other",37691,112,2021-01-24,20210117,36673,110,1018,2
20210131,"IL","Other",38475,115,2021-01-31,20210124,37691,112,784,3
20210207,"IL","Other",39031,117,2021-02-07,20210131,38475,115,556,2
20210214,"IL","Other",39473,119,2021-02-14,20210207,39031,117,442,2
20210221,"IL","Other",39930,120.5,2021-02-21,20210214,39473,119,457,1.5
20210228,"IL","Other",40417,121,2021-02-28,20210221,39930,120.5,487,0.5
20210307,"IL","Other",41054,121.5,2021-03-07,20210228,40417,121,637,0.5
20200419,"IL","Unknown",7898,28.5555555555556,2020-04-19,20200412,5936,28.5555555555556,1962,0
20200426,"IL","Unknown",11341,28.5555555555556,2020-04-26,20200419,7898,28.5555555555556,3443,0
20200503,"IL","Unknown",16517,28.5555555555556,2020-05-03,20200426,11341,28.5555555555556,5176,0
20200510,"IL","Unknown",20344,28.5555555555556,2020-05-10,20200503,16517,28.5555555555556,3827,0
20200517,"IL","Unknown",23743,33.5,2020-05-17,20200510,20344,28.5555555555556,3399,4.94444444444444
20200524,"IL","Unknown",28204,36.6666666666667,2020-05-24,20200517,23743,33.5,4461,3.16666666666666
20200531,"IL","Unknown",30818,39,2020-05-31,20200524,28204,36.6666666666667,2614,2.33333333333334
20200607,"IL","Unknown",31887,41.3333333333333,2020-06-07,20200531,30818,39,1069,2.33333333333334
20200614,"IL","Unknown",31887,44,2020-06-14,20200607,31887,41.3333333333333,0,2.66666666666666
20200621,"IL","Unknown",31887,50.5,2020-06-21,20200614,31887,44,0,6.5
20200628,"IL","Unknown",32171,98,2020-06-28,20200621,31887,50.5,284,47.5
20200705,"IL","Unknown",34555,303,2020-07-05,20200628,32171,98,2384,205
20200712,"IL","Unknown",36106,303,2020-07-12,20200705,34555,303,1551,0
20200719,"IL","Unknown",37997,303,2020-07-19,20200712,36106,303,1891,0
20200726,"IL","Unknown",40713,303,2020-07-26,20200719,37997,303,2716,0
20200802,"IL","Unknown",43517,305,2020-08-02,20200726,40713,303,2804,2
20200809,"IL","Unknown",46073,328,2020-08-09,20200802,43517,305,2556,23
20200816,"IL","Unknown",49412,336,2020-08-16,20200809,46073,328,3339,8
20200823,"IL","Unknown",53594,340.333333333333,2020-08-23,20200816,49412,336,4182,4.33333333333331
20200830,"IL","Unknown",57836,341,2020-08-30,20200823,53594,340.333333333333,4242,0.666666666666686
20200906,"IL","Unknown",63392,353,2020-09-06,20200830,57836,341,5556,12
20200913,"IL","Unknown",66839,357.166666666667,2020-09-13,20200906,63392,353,3447,4.16666666666669
20200920,"IL","Unknown",70577,357.166666666667,2020-09-20,20200913,66839,357.166666666667,3738,0
20200927,"IL","Unknown",74874,357.166666666667,2020-09-27,20200920,70577,357.166666666667,4297,0
20201004,"IL","Unknown",78921,365,2020-10-04,20200927,74874,357.166666666667,4047,7.83333333333331
20201011,"IL","Unknown",84001,370,2020-10-11,20201004,78921,365,5080,5
20201018,"IL","Unknown",91971,399,2020-10-18,20201011,84001,370,7970,29
20201025,"IL","Unknown",100535,430,2020-10-25,20201018,91971,399,8564,31
20201101,"IL","Unknown",116552,468,2020-11-01,20201025,100535,430,16017,38
20201108,"IL","Unknown",134276,538,2020-11-08,20201101,116552,468,17724,70
20201115,"IL","Unknown",165839,641,2020-11-15,20201108,134276,538,31563,103
20201122,"IL","Unknown",201184,802,2020-11-22,20201115,165839,641,35345,161
20201129,"IL","Unknown",229188,990,2020-11-29,20201122,201184,802,28004,188
20201206,"IL","Unknown",254612,1255,2020-12-06,20201129,229188,990,25424,265
20201213,"IL","Unknown",275425,1493,2020-12-13,20201206,254612,1255,20813,238
20201220,"IL","Unknown",291678,1701,2020-12-20,20201213,275425,1493,16253,208
20201227,"IL","Unknown",297952,1889,2020-12-27,20201220,291678,1701,6274,188
20210103,"IL","Unknown",304743,2121,2021-01-03,20201227,297952,1889,6791,232
20210110,"IL","Unknown",318135.666666667,2393,2021-01-10,20210103,304743,2121,13392.6666666667,272
20210117,"IL","Unknown",323028,2474,2021-01-17,20210110,318135.666666667,2393,4892.33333333331,81
20210124,"IL","Unknown",327427,2581,2021-01-24,20210117,323028,2474,4399,107
20210131,"IL","Unknown",328952,2683,2021-01-31,20210124,327427,2581,1525,102
20210207,"IL","Unknown",328952,2784,2021-02-07,20210131,328952,2683,0,101
20210214,"IL","Unknown",328952,2842,2021-02-14,20210207,328952,2784,0,58
20210221,"IL","Unknown",328952,2884,2021-02-21,20210214,328952,2842,0,42
20210228,"IL","Unknown",328952,2910,2021-02-28,20210221,328952,2884,0,26
20210307,"IL","Unknown",328952,2950,2021-03-07,20210228,328952,2910,0,40
20200419,"IL","White",7554,501,2020-04-19,20200412,5214,259,2340,242
20200426,"IL","White",10427,794,2020-04-26,20200419,7554,501,2873,293
20200503,"IL","White",13566,1096,2020-05-03,20200426,10427,794,3139,302
20200510,"IL","White",16390,1450,2020-05-10,20200503,13566,1096,2824,354
20200517,"IL","White",19218,1785,2020-05-17,20200510,16390,1450,2828,335
20200524,"IL","White",21659,2070,2020-05-24,20200517,19218,1785,2441,285
20200531,"IL","White",23426,2324,2020-05-31,20200524,21659,2070,1767,254
20200607,"IL","White",25020,2573,2020-06-07,20200531,23426,2324,1594,249
20200614,"IL","White",26338,2770,2020-06-14,20200607,25020,2573,1318,197
20200621,"IL","White",27901,2943,2020-06-21,20200614,26338,2770,1563,173
20200628,"IL","White",29505,3061,2020-06-28,20200621,27901,2943,1604,118
20200705,"IL","White",31143,3123,2020-07-05,20200628,29505,3061,1638,62
20200712,"IL","White",33468,3199,2020-07-12,20200705,31143,3123,2325,76
20200719,"IL","White",36127,3251,2020-07-19,20200712,33468,3199,2659,52
20200726,"IL","White",39544,3294,2020-07-26,20200719,36127,3251,3417,43
20200802,"IL","White",43426,3358,2020-08-02,20200726,39544,3294,3882,64
20200809,"IL","White",48130,3425,2020-08-09,20200802,43426,3358,4704,67
20200816,"IL","White",52502,3489,2020-08-16,20200809,48130,3425,4372,64
20200823,"IL","White",57596,3579,2020-08-23,20200816,52502,3489,5094,90
20200830,"IL","White",62559,3672,2020-08-30,20200823,57596,3579,4963,93
20200906,"IL","White",68823,3780,2020-09-06,20200830,62559,3672,6264,108
20200913,"IL","White",73743,3872,2020-09-13,20200906,68823,3780,4920,92
20200920,"IL","White",78956,3965,2020-09-20,20200913,73743,3872,5213,93
20200927,"IL","White",84430,4094,2020-09-27,20200920,78956,3965,5474,129
20201004,"IL","White",89971,4221,2020-10-04,20200927,84430,4094,5541,127
20201011,"IL","White",97533,4372,2020-10-11,20201004,89971,4221,7562,151
20201018,"IL","White",107425,4531,2020-10-18,20201011,97533,4372,9892,159
20201025,"IL","White",120359,4743,2020-10-25,20201018,107425,4531,12934,212
20201101,"IL","White",135721,4944,2020-11-01,20201025,120359,4743,15362,201
20201108,"IL","White",163066,5255,2020-11-08,20201101,135721,4944,27345,311
20201115,"IL","White",194046,5648,2020-11-15,20201108,163066,5255,30980,393
20201122,"IL","White",221179,6171,2020-11-22,20201115,194046,5648,27133,523
20201129,"IL","White",241602,6633,2020-11-29,20201122,221179,6171,20423,462
20201206,"IL","White",265890,7327,2020-12-06,20201129,241602,6633,24288,694
20201213,"IL","White",289004,8017,2020-12-13,20201206,265890,7327,23114,690
20201220,"IL","White",309007,8618,2020-12-20,20201213,289004,8017,20003,601
20201227,"IL","White",327665,9096,2020-12-27,20201220,309007,8618,18658,478
20210103,"IL","White",349595,9644,2021-01-03,20201227,327665,9096,21930,548
20210110,"IL","White",372030,10175,2021-01-10,20210103,349595,9644,22435,531
20210117,"IL","White",391270,10599,2021-01-17,20210110,372030,10175,19240,424
20210124,"IL","White",408665,10929,2021-01-24,20210117,391270,10599,17395,330
20210131,"IL","White",421319,11234,2021-01-31,20210124,408665,10929,12654,305
20210207,"IL","White",434835,11488,2021-02-07,20210131,421319,11234,13516,254
20210214,"IL","White",446425,11697,2021-02-14,20210207,434835,11488,11590,209
20210221,"IL","White",455515,11892,2021-02-21,20210214,446425,11697,9090,195
20210228,"IL","White",462072,12054,2021-02-28,20210221,455515,11892,6557,162
20210307,"IL","White",470333,12202,2021-03-07,20210228,462072,12054,8261,148
20200419,"IN","Asian",89,1.66666666666667,2020-04-19,20200412,55,1,34,0.666666666666667
20200426,"IN","Asian",165,3,2020-04-26,20200419,89,1.66666666666667,76,1.33333333333333
20200503,"IN","Asian",298,4,2020-05-03,20200426,165,3,133,1
20200510,"IN","Asian",337,6.4,2020-05-10,20200503,298,4,39,2.4
20200517,"IN","Asian",416,6.4,2020-05-17,20200510,337,6.4,79,0
20200524,"IN","Asian",439,8.75,2020-05-24,20200517,416,6.4,23,2.35
20200531,"IN","Asian",484,8.75,2020-05-31,20200524,439,8.75,45,0
20200607,"IN","Asian",567,9,2020-06-07,20200531,484,8.75,83,0.25
20200614,"IN","Asian",627,10,2020-06-14,20200607,567,9,60,1
20200621,"IN","Asian",673,12,2020-06-21,20200614,627,10,46,2
20200628,"IN","Asian",692,13,2020-06-28,20200621,673,12,19,1
20200705,"IN","Asian",718,13,2020-07-05,20200628,692,13,26,0
20200712,"IN","Asian",738,13,2020-07-12,20200705,718,13,20,0
20200719,"IN","Asian",761,14,2020-07-19,20200712,738,13,23,1
20200726,"IN","Asian",811,14,2020-07-26,20200719,761,14,50,0
20200802,"IN","Asian",858,15,2020-08-02,20200726,811,14,47,1
20200809,"IN","Asian",906,16,2020-08-09,20200802,858,15,48,1
20200816,"IN","Asian",974,16,2020-08-16,20200809,906,16,68,0
20200823,"IN","Asian",1006,17,2020-08-23,20200816,974,16,32,1
20200830,"IN","Asian",1059,17,2020-08-30,20200823,1006,17,53,0
20200906,"IN","Asian",1146,17,2020-09-06,20200830,1059,17,87,0
20200913,"IN","Asian",1204,17,2020-09-13,20200906,1146,17,58,0
20200920,"IN","Asian",1263,17,2020-09-20,20200913,1204,17,59,0
20200927,"IN","Asian",1328,18,2020-09-27,20200920,1263,17,65,1
20201004,"IN","Asian",1423,18,2020-10-04,20200927,1328,18,95,0
20201011,"IN","Asian",1559,19,2020-10-11,20201004,1423,18,136,1
20201018,"IN","Asian",1748,21,2020-10-18,20201011,1559,19,189,2
20201025,"IN","Asian",1968,22,2020-10-25,20201018,1748,21,220,1
20201101,"IN","Asian",2217,22,2020-11-01,20201025,1968,22,249,0
20201108,"IN","Asian",2604,23,2020-11-08,20201101,2217,22,387,1
20201115,"IN","Asian",3192,23,2020-11-15,20201108,2604,23,588,0
20201122,"IN","Asian",3787,25,2020-11-22,20201115,3192,23,595,2
20201129,"IN","Asian",4298,27,2020-11-29,20201122,3787,25,511,2
20201206,"IN","Asian",4880,29,2020-12-06,20201129,4298,27,582,2
20201213,"IN","Asian",5449,35,2020-12-13,20201206,4880,29,569,6
20201220,"IN","Asian",5970,38,2020-12-20,20201213,5449,35,521,3
20201227,"IN","Asian",6383,38,2020-12-27,20201220,5970,38,413,0
20210103,"IN","Asian",6758,42,2021-01-03,20201227,6383,38,375,4
20210110,"IN","Asian",7281,49,2021-01-10,20210103,6758,42,523,7
20210117,"IN","Asian",7728,53,2021-01-17,20210110,7281,49,447,4
20210124,"IN","Asian",8053,56,2021-01-24,20210117,7728,53,325,3
20210131,"IN","Asian",8273,57,2021-01-31,20210124,8053,56,220,1
20210207,"IN","Asian",8493,62,2021-02-07,20210131,8273,57,220,5
20210214,"IN","Asian",8659,64,2021-02-14,20210207,8493,62,166,2
20210221,"IN","Asian",8786,67,2021-02-21,20210214,8659,64,127,3
20210228,"IN","Asian",8886,69,2021-02-28,20210221,8786,67,100,2
20210307,"IN","Asian",8987,70,2021-03-07,20210228,8886,69,101,1
20200419,"IN","Black",1961,106,2020-04-19,20200412,1331,68,630,38
20200426,"IN","Black",2356,134,2020-04-26,20200419,1961,106,395,28
20200503,"IN","Black",2970,191,2020-05-03,20200426,2356,134,614,57
20200510,"IN","Black",3353,220,2020-05-10,20200503,2970,191,383,29
20200517,"IN","Black",3916,250,2020-05-17,20200510,3353,220,563,30
20200524,"IN","Black",4361,277,2020-05-24,20200517,3916,250,445,27
20200531,"IN","Black",4529,298,2020-05-31,20200524,4361,277,168,21
20200607,"IN","Black",4941,326,2020-06-07,20200531,4529,298,412,28
20200614,"IN","Black",5126,339,2020-06-14,20200607,4941,326,185,13
20200621,"IN","Black",5317,351,2020-06-21,20200614,5126,339,191,12
20200628,"IN","Black",5513,355,2020-06-28,20200621,5317,351,196,4
20200705,"IN","Black",5769,362,2020-07-05,20200628,5513,355,256,7
20200712,"IN","Black",6099,370,2020-07-12,20200705,5769,362,330,8
20200719,"IN","Black",6564,373,2020-07-19,20200712,6099,370,465,3
20200726,"IN","Black",6966,382,2020-07-26,20200719,6564,373,402,9
20200802,"IN","Black",7641,388,2020-08-02,20200726,6966,382,675,6
20200809,"IN","Black",8322,398,2020-08-09,20200802,7641,388,681,10
20200816,"IN","Black",8925,409,2020-08-16,20200809,8322,398,603,11
20200823,"IN","Black",9412,418,2020-08-23,20200816,8925,409,487,9
20200830,"IN","Black",9770,426,2020-08-30,20200823,9412,418,358,8
20200906,"IN","Black",10230,432,2020-09-06,20200830,9770,426,460,6
20200913,"IN","Black",10560,439,2020-09-13,20200906,10230,432,330,7
20200920,"IN","Black",10911,442,2020-09-20,20200913,10560,439,351,3
20200927,"IN","Black",11304,445,2020-09-27,20200920,10911,442,393,3
20201004,"IN","Black",11801,451,2020-10-04,20200927,11304,445,497,6
20201011,"IN","Black",12330,454,2020-10-11,20201004,11801,451,529,3
20201018,"IN","Black",12993,462,2020-10-18,20201011,12330,454,663,8
20201025,"IN","Black",13718,469,2020-10-25,20201018,12993,462,725,7
20201101,"IN","Black",14656,481,2020-11-01,20201025,13718,469,938,12
20201108,"IN","Black",15948,492,2020-11-08,20201101,14656,481,1292,11
20201115,"IN","Black",18062,500,2020-11-15,20201108,15948,492,2114,8
20201122,"IN","Black",20548,518,2020-11-22,20201115,18062,500,2486,18
20201129,"IN","Black",22837,539,2020-11-29,20201122,20548,518,2289,21
20201206,"IN","Black",25489,571,2020-12-06,20201129,22837,539,2652,32
20201213,"IN","Black",28361,602,2020-12-13,20201206,25489,571,2872,31
20201220,"IN","Black",30940,634,2020-12-20,20201213,28361,602,2579,32
20201227,"IN","Black",33006,657,2020-12-27,20201220,30940,634,2066,23
20210103,"IN","Black",41108.375,685,2021-01-03,20201227,33006,657,8102.375,28
20210110,"IN","Black",41108.375,715,2021-01-10,20210103,41108.375,685,0,30
20210117,"IN","Black",41108.375,734,2021-01-17,20210110,41108.375,715,0,19
20210124,"IN","Black",41108.375,759,2021-01-24,20210117,41108.375,734,0,25
20210131,"IN","Black",41432,787,2021-01-31,20210124,41108.375,759,323.625,28
20210207,"IN","Black",42419,877,2021-02-07,20210131,41432,787,987,90
20210214,"IN","Black",43111,904,2021-02-14,20210207,42419,877,692,27
20210221,"IN","Black",43596,914,2021-02-21,20210214,43111,904,485,10
20210228,"IN","Black",44033,927,2021-02-28,20210221,43596,914,437,13
20210307,"IN","Black",44471,939,2021-03-07,20210228,44033,927,438,12
20200419,"IN","Other",1446,47,2020-04-19,20200412,919,24,527,23
20200426,"IN","Other",2056,90,2020-04-26,20200419,1446,47,610,43
20200503,"IN","Other",2950,127,2020-05-03,20200426,2056,90,894,37
20200510,"IN","Other",3739,158,2020-05-10,20200503,2950,127,789,31
20200517,"IN","Other",4611,184,2020-05-17,20200510,3739,158,872,26
20200524,"IN","Other",5428,213,2020-05-24,20200517,4611,184,817,29
20200531,"IN","Other",5912,239,2020-05-31,20200524,5428,213,484,26
20200607,"IN","Other",6774,260,2020-06-07,20200531,5912,239,862,21
20200614,"IN","Other",7235,291,2020-06-14,20200607,6774,260,461,31
20200621,"IN","Other",7644,300,2020-06-21,20200614,7235,291,409,9
20200628,"IN","Other",8065,313,2020-06-28,20200621,7644,300,421,13
20200705,"IN","Other",8531,326,2020-07-05,20200628,8065,313,466,13
20200712,"IN","Other",8989,337,2020-07-12,20200705,8531,326,458,11
20200719,"IN","Other",9651,350,2020-07-19,20200712,8989,337,662,13
20200726,"IN","Other",10184,362,2020-07-26,20200719,9651,350,533,12
20200802,"IN","Other",11015,368,2020-08-02,20200726,10184,362,831,6
20200809,"IN","Other",11763,377,2020-08-09,20200802,11015,368,748,9
20200816,"IN","Other",12444,385,2020-08-16,20200809,11763,377,681,8
20200823,"IN","Other",13076,403,2020-08-23,20200816,12444,385,632,18
20200830,"IN","Other",13803,408,2020-08-30,20200823,13076,403,727,5
20200906,"IN","Other",14780,417,2020-09-06,20200830,13803,408,977,9
20200913,"IN","Other",15531,423,2020-09-13,20200906,14780,417,751,6
20200920,"IN","Other",16297,428,2020-09-20,20200913,15531,423,766,5
20200927,"IN","Other",16995,445,2020-09-27,20200920,16297,428,698,17
20201004,"IN","Other",17915,460,2020-10-04,20200927,16995,445,920,15
20201011,"IN","Other",18918,480,2020-10-11,20201004,17915,460,1003,20
20201018,"IN","Other",20261,499,2020-10-18,20201011,18918,480,1343,19
20201025,"IN","Other",21850,531,2020-10-25,20201018,20261,499,1589,32
20201101,"IN","Other",23612,561,2020-11-01,20201025,21850,531,1762,30
20201108,"IN","Other",26018,590,2020-11-08,20201101,23612,561,2406,29
20201115,"IN","Other",29568,623,2020-11-15,20201108,26018,590,3550,33
20201122,"IN","Other",33415,673,2020-11-22,20201115,29568,623,3847,50
20201129,"IN","Other",37559,726,2020-11-29,20201122,33415,673,4144,53
20201206,"IN","Other",42977,787,2020-12-06,20201129,37559,726,5418,61
20201213,"IN","Other",48043,868,2020-12-13,20201206,42977,787,5066,81
20201220,"IN","Other",52369,944,2020-12-20,20201213,48043,868,4326,76
20201227,"IN","Other",55906,1008,2020-12-27,20201220,52369,944,3537,64
20210103,"IN","Other",58910,1088,2021-01-03,20201227,55906,1008,3004,80
