"Date","State","Race","Cases","Deaths","DateAsDate","PrevDate","PrevCases","PrevDeaths","NewCases","NewDeaths"
20200830,"UT","Unknown",5554,38.5806451612903,2020-08-30,20200823,5244,38.5806451612903,310,0
20200906,"UT","Unknown",5716,38.5806451612903,2020-09-06,20200830,5554,38.5806451612903,162,0
20200913,"UT","Unknown",6053,38.5806451612903,2020-09-13,20200906,5716,38.5806451612903,337,0
20200920,"UT","Unknown",6627,38.5806451612903,2020-09-20,20200913,6053,38.5806451612903,574,0
20200927,"UT","Unknown",7098,38.5806451612903,2020-09-27,20200920,6627,38.5806451612903,471,0
20201004,"UT","Unknown",7570,38.5806451612903,2020-10-04,20200927,7098,38.5806451612903,472,0
20201011,"UT","Unknown",8352,38.5806451612903,2020-10-11,20201004,7570,38.5806451612903,782,0
20201018,"UT","Unknown",9134,38.5806451612903,2020-10-18,20201011,8352,38.5806451612903,782,0
20201025,"UT","Unknown",10184,38.5806451612903,2020-10-25,20201018,9134,38.5806451612903,1050,0
20201101,"UT","Unknown",11384,38.5806451612903,2020-11-01,20201025,10184,38.5806451612903,1200,0
20201108,"UT","Unknown",13377,38.5806451612903,2020-11-08,20201101,11384,38.5806451612903,1993,0
20201115,"UT","Unknown",15935,41,2020-11-15,20201108,13377,38.5806451612903,2558,2.41935483870968
20201122,"UT","Unknown",18471,44,2020-11-22,20201115,15935,41,2536,3
20201129,"UT","Unknown",20212,50,2020-11-29,20201122,18471,44,1741,6
20201206,"UT","Unknown",22446,53,2020-12-06,20201129,20212,50,2234,3
20201213,"UT","Unknown",24340,62,2020-12-13,20201206,22446,53,1894,9
20201220,"UT","Unknown",25729,67,2020-12-20,20201213,24340,62,1389,5
20201227,"UT","Unknown",27016,70,2020-12-27,20201220,25729,67,1287,3
20210103,"UT","Unknown",28811,76,2021-01-03,20201227,27016,70,1795,6
20210110,"UT","Unknown",30480,80,2021-01-10,20210103,28811,76,1669,4
20210117,"UT","Unknown",32028,87,2021-01-17,20210110,30480,80,1548,7
20210124,"UT","Unknown",32779,99.3333333333333,2021-01-24,20210117,32028,87,751,12.3333333333333
20210131,"UT","Unknown",33380,99.3333333333333,2021-01-31,20210124,32779,99.3333333333333,601,0
20210207,"UT","Unknown",33706,104,2021-02-07,20210131,33380,99.3333333333333,326,4.66666666666667
20210214,"UT","Unknown",34035,110.5,2021-02-14,20210207,33706,104,329,6.5
20210221,"UT","Unknown",34238,113,2021-02-21,20210214,34035,110.5,203,2.5
20210228,"UT","Unknown",34321.6666666667,117,2021-02-28,20210221,34238,113,83.6666666666642,4
20210307,"UT","Unknown",34321.6666666667,119,2021-03-07,20210228,34321.6666666667,117,0,2
20200419,"UT","White",1687,82,2020-04-19,20200412,1687,82,0,0
20200426,"UT","White",1892,82,2020-04-26,20200419,1687,82,205,0
20200503,"UT","White",2187,82,2020-05-03,20200426,1892,82,295,0
20200510,"UT","White",2496,82,2020-05-10,20200503,2187,82,309,0
20200517,"UT","White",2842,82,2020-05-17,20200510,2496,82,346,0
20200524,"UT","White",3244,82,2020-05-24,20200517,2842,82,402,0
20200531,"UT","White",3645,82,2020-05-31,20200524,3244,82,401,0
20200607,"UT","White",4283,82,2020-06-07,20200531,3645,82,638,0
20200614,"UT","White",4926,82,2020-06-14,20200607,4283,82,643,0
20200621,"UT","White",5956,87,2020-06-21,20200614,4926,82,1030,5
20200628,"UT","White",7275,93,2020-06-28,20200621,5956,87,1319,6
20200705,"UT","White",8901,100,2020-07-05,20200628,7275,93,1626,7
20200712,"UT","White",10959,112,2020-07-12,20200705,8901,100,2058,12
20200719,"UT","White",13086,121,2020-07-19,20200712,10959,112,2127,9
20200726,"UT","White",14847,140,2020-07-26,20200719,13086,121,1761,19
20200802,"UT","White",16351,161,2020-08-02,20200726,14847,140,1504,21
20200809,"UT","White",17830,172,2020-08-09,20200802,16351,161,1479,11
20200816,"UT","White",19101,184,2020-08-16,20200809,17830,172,1271,12
20200823,"UT","White",20477,196,2020-08-23,20200816,19101,184,1376,12
20200830,"UT","White",21940,207,2020-08-30,20200823,20477,196,1463,11
20200906,"UT","White",23665,217,2020-09-06,20200830,21940,207,1725,10
20200913,"UT","White",25686,224,2020-09-13,20200906,23665,217,2021,7
20200920,"UT","White",29419,227,2020-09-20,20200913,25686,224,3733,3
20200927,"UT","White",33803,236,2020-09-27,20200920,29419,227,4384,9
20201004,"UT","White",38372,253,2020-10-04,20200927,33803,236,4569,17
20201011,"UT","White",43702,279,2020-10-11,20201004,38372,253,5330,26
20201018,"UT","White",49132,298,2020-10-18,20201011,43702,279,5430,19
20201025,"UT","White",55640,319,2020-10-25,20201018,49132,298,6508,21
20201101,"UT","White",62754,348,2020-11-01,20201025,55640,319,7114,29
20201108,"UT","White",72517,381,2020-11-08,20201101,62754,348,9763,33
20201115,"UT","White",85869,425,2020-11-15,20201108,72517,381,13352,44
20201122,"UT","White",100801,483,2020-11-22,20201115,85869,425,14932,58
20201129,"UT","White",111340,537,2020-11-29,20201122,100801,483,10539,54
20201206,"UT","White",125525,591,2020-12-06,20201129,111340,537,14185,54
20201213,"UT","White",137733,672,2020-12-13,20201206,125525,591,12208,81
20201220,"UT","White",149643,743,2020-12-20,20201213,137733,672,11910,71
20201227,"UT","White",159609,782,2020-12-27,20201220,149643,743,9966,39
20210103,"UT","White",173161,846,2021-01-03,20201227,159609,782,13552,64
20210110,"UT","White",189509,904,2021-01-10,20210103,173161,846,16348,58
20210117,"UT","White",202153,982,2021-01-17,20210110,189509,904,12644,78
20210124,"UT","White",211234,1051,2021-01-24,20210117,202153,982,9081,69
20210131,"UT","White",218696,1107,2021-01-31,20210124,211234,1051,7462,56
20210207,"UT","White",224646,1160,2021-02-07,20210131,218696,1107,5950,53
20210214,"UT","White",229636,1206,2021-02-14,20210207,224646,1160,4990,46
20210221,"UT","White",233792,1248,2021-02-21,20210214,229636,1206,4156,42
20210228,"UT","White",237249,1314,2021-02-28,20210221,233792,1248,3457,66
20210307,"UT","White",238411,1329,2021-03-07,20210228,237249,1314,1162,15
20200419,"VA","AIAN",65,1,2020-04-19,20200412,65,1,0,0
20200426,"VA","AIAN",65,1,2020-04-26,20200419,65,1,0,0
20200503,"VA","AIAN",65,1,2020-05-03,20200426,65,1,0,0
20200510,"VA","AIAN",65,1,2020-05-10,20200503,65,1,0,0
20200517,"VA","AIAN",65,1,2020-05-17,20200510,65,1,0,0
20200524,"VA","AIAN",65,1,2020-05-24,20200517,65,1,0,0
20200531,"VA","AIAN",65,1,2020-05-31,20200524,65,1,0,0
20200607,"VA","AIAN",65,1,2020-06-07,20200531,65,1,0,0
20200614,"VA","AIAN",65,1,2020-06-14,20200607,65,1,0,0
20200621,"VA","AIAN",69,1,2020-06-21,20200614,65,1,4,0
20200628,"VA","AIAN",72,2,2020-06-28,20200621,69,1,3,1
20200705,"VA","AIAN",79,2,2020-07-05,20200628,72,2,7,0
20200712,"VA","AIAN",84,2,2020-07-12,20200705,79,2,5,0
20200719,"VA","AIAN",92,2,2020-07-19,20200712,84,2,8,0
20200726,"VA","AIAN",99,2,2020-07-26,20200719,92,2,7,0
20200802,"VA","AIAN",105,2,2020-08-02,20200726,99,2,6,0
20200809,"VA","AIAN",111,2,2020-08-09,20200802,105,2,6,0
20200816,"VA","AIAN",127,2,2020-08-16,20200809,111,2,16,0
20200823,"VA","AIAN",136,3,2020-08-23,20200816,127,2,9,1
20200830,"VA","AIAN",143,5,2020-08-30,20200823,136,3,7,2
20200906,"VA","AIAN",154,5,2020-09-06,20200830,143,5,11,0
20200913,"VA","AIAN",163,5,2020-09-13,20200906,154,5,9,0
20200920,"VA","AIAN",166,5,2020-09-20,20200913,163,5,3,0
20200927,"VA","AIAN",174,7,2020-09-27,20200920,166,5,8,2
20201004,"VA","AIAN",185,7,2020-10-04,20200927,174,7,11,0
20201011,"VA","AIAN",197,7,2020-10-11,20201004,185,7,12,0
20201018,"VA","AIAN",206,7,2020-10-18,20201011,197,7,9,0
20201025,"VA","AIAN",214,7,2020-10-25,20201018,206,7,8,0
20201101,"VA","AIAN",226,7,2020-11-01,20201025,214,7,12,0
20201108,"VA","AIAN",252,7,2020-11-08,20201101,226,7,26,0
20201115,"VA","AIAN",264,7,2020-11-15,20201108,252,7,12,0
20201122,"VA","AIAN",289,7,2020-11-22,20201115,264,7,25,0
20201129,"VA","AIAN",308,7,2020-11-29,20201122,289,7,19,0
20201206,"VA","AIAN",325,7,2020-12-06,20201129,308,7,17,0
20201213,"VA","AIAN",359,7,2020-12-13,20201206,325,7,34,0
20201220,"VA","AIAN",400,8,2020-12-20,20201213,359,7,41,1
20201227,"VA","AIAN",430,9,2020-12-27,20201220,400,8,30,1
20210103,"VA","AIAN",462,9,2021-01-03,20201227,430,9,32,0
20210110,"VA","AIAN",509,9,2021-01-10,20210103,462,9,47,0
20210117,"VA","AIAN",545,10,2021-01-17,20210110,509,9,36,1
20210124,"VA","AIAN",578,10,2021-01-24,20210117,545,10,33,0
20210131,"VA","AIAN",611,11.8,2021-01-31,20210124,578,10,33,1.8
20210207,"VA","AIAN",652,11.8,2021-02-07,20210131,611,11.8,41,0
20210214,"VA","AIAN",682,11.8,2021-02-14,20210207,652,11.8,30,0
20210221,"VA","AIAN",708,16,2021-02-21,20210214,682,11.8,26,4.2
20210228,"VA","AIAN",735,18,2021-02-28,20210221,708,16,27,2
20210307,"VA","AIAN",756,24,2021-03-07,20210228,735,18,21,6
20200419,"VA","Asian",1896,91,2020-04-19,20200412,1896,91,0,0
20200426,"VA","Asian",1896,91,2020-04-26,20200419,1896,91,0,0
20200503,"VA","Asian",1896,91,2020-05-03,20200426,1896,91,0,0
20200510,"VA","Asian",1896,91,2020-05-10,20200503,1896,91,0,0
20200517,"VA","Asian",1896,91,2020-05-17,20200510,1896,91,0,0
20200524,"VA","Asian",1896,91,2020-05-24,20200517,1896,91,0,0
20200531,"VA","Asian",1896,91,2020-05-31,20200524,1896,91,0,0
20200607,"VA","Asian",1896,91,2020-06-07,20200531,1896,91,0,0
20200614,"VA","Asian",1896,91,2020-06-14,20200607,1896,91,0,0
20200621,"VA","Asian",1956,91,2020-06-21,20200614,1896,91,60,0
20200628,"VA","Asian",2059,100,2020-06-28,20200621,1956,91,103,9
20200705,"VA","Asian",2163,104,2020-07-05,20200628,2059,100,104,4
20200712,"VA","Asian",2275,114,2020-07-12,20200705,2163,104,112,10
20200719,"VA","Asian",2402,117,2020-07-19,20200712,2275,114,127,3
20200726,"VA","Asian",2566,120,2020-07-26,20200719,2402,117,164,3
20200802,"VA","Asian",2749,123,2020-08-02,20200726,2566,120,183,3
20200809,"VA","Asian",2938,126,2020-08-09,20200802,2749,123,189,3
20200816,"VA","Asian",3116,126,2020-08-16,20200809,2938,126,178,0
20200823,"VA","Asian",3295,126,2020-08-23,20200816,3116,126,179,0
20200830,"VA","Asian",3500,128,2020-08-30,20200823,3295,126,205,2
20200906,"VA","Asian",3745,133,2020-09-06,20200830,3500,128,245,5
20200913,"VA","Asian",3977,136,2020-09-13,20200906,3745,133,232,3
20200920,"VA","Asian",4255,144,2020-09-20,20200913,3977,136,278,8
20200927,"VA","Asian",4469,144,2020-09-27,20200920,4255,144,214,0
20201004,"VA","Asian",4638,150,2020-10-04,20200927,4469,144,169,6
20201011,"VA","Asian",4845,153,2020-10-11,20201004,4638,150,207,3
20201018,"VA","Asian",5093,156,2020-10-18,20201011,4845,153,248,3
20201025,"VA","Asian",5357,159,2020-10-25,20201018,5093,156,264,3
20201101,"VA","Asian",5606,159,2020-11-01,20201025,5357,159,249,0
20201108,"VA","Asian",5955,162,2020-11-08,20201101,5606,159,349,3
20201115,"VA","Asian",6340,165,2020-11-15,20201108,5955,162,385,3
20201122,"VA","Asian",6912,167,2020-11-22,20201115,6340,165,572,2
20201129,"VA","Asian",7535,168,2020-11-29,20201122,6912,167,623,1
20201206,"VA","Asian",8158,169,2020-12-06,20201129,7535,168,623,1
20201213,"VA","Asian",9070,176,2020-12-13,20201206,8158,169,912,7
20201220,"VA","Asian",9907,182,2020-12-20,20201213,9070,176,837,6
20201227,"VA","Asian",10716,187,2020-12-27,20201220,9907,182,809,5
20210103,"VA","Asian",11715,191,2021-01-03,20201227,10716,187,999,4
20210110,"VA","Asian",12798,195,2021-01-10,20210103,11715,191,1083,4
20210117,"VA","Asian",14124,203,2021-01-17,20210110,12798,195,1326,8
20210124,"VA","Asian",15179,213,2021-01-24,20210117,14124,203,1055,10
20210131,"VA","Asian",16230,227,2021-01-31,20210124,15179,213,1051,14
20210207,"VA","Asian",17199,239,2021-02-07,20210131,16230,227,969,12
20210214,"VA","Asian",17990,251,2021-02-14,20210207,17199,239,791,12
20210221,"VA","Asian",18648,261,2021-02-21,20210214,17990,251,658,10
20210228,"VA","Asian",19328,309,2021-02-28,20210221,18648,261,680,48
20210307,"VA","Asian",19984,337,2021-03-07,20210228,19328,309,656,28
20200419,"VA","Black",1578,117,2020-04-19,20200412,841,117,737,0
20200426,"VA","Black",2428,117,2020-04-26,20200419,1578,117,850,0
20200503,"VA","Black",3329,154,2020-05-03,20200426,2428,117,901,37
20200510,"VA","Black",4031,187,2020-05-10,20200503,3329,154,702,33
20200517,"VA","Black",4787,212,2020-05-17,20200510,4031,187,756,25
20200524,"VA","Black",5409,241,2020-05-24,20200517,4787,212,622,29
20200531,"VA","Black",6266,282,2020-05-31,20200524,5409,241,857,41
20200607,"VA","Black",6988,300,2020-06-07,20200531,6266,282,722,18
20200614,"VA","Black",7655,333,2020-06-14,20200607,6988,300,667,33
20200621,"VA","Black",8199,347,2020-06-21,20200614,7655,333,544,14
20200628,"VA","Black",8748,376,2020-06-28,20200621,8199,347,549,29
20200705,"VA","Black",9530,410,2020-07-05,20200628,8748,376,782,34
20200712,"VA","Black",10773,455,2020-07-12,20200705,9530,410,1243,45
20200719,"VA","Black",12527,477,2020-07-19,20200712,10773,455,1754,22
20200726,"VA","Black",14548,494,2020-07-26,20200719,12527,477,2021,17
20200802,"VA","Black",16435,541,2020-08-02,20200726,14548,494,1887,47
20200809,"VA","Black",18554,575,2020-08-09,20200802,16435,541,2119,34
20200816,"VA","Black",20331,586,2020-08-16,20200809,18554,575,1777,11
20200823,"VA","Black",22071,614,2020-08-23,20200816,20331,586,1740,28
20200830,"VA","Black",23655,654,2020-08-30,20200823,22071,614,1584,40
20200906,"VA","Black",25193,689,2020-09-06,20200830,23655,654,1538,35
20200913,"VA","Black",26553,702,2020-09-13,20200906,25193,689,1360,13
20200920,"VA","Black",27948,781,2020-09-20,20200913,26553,702,1395,79
20200927,"VA","Black",29186,822,2020-09-27,20200920,27948,781,1238,41
20201004,"VA","Black",30393,854,2020-10-04,20200927,29186,822,1207,32
20201011,"VA","Black",31559,883,2020-10-11,20201004,30393,854,1166,29
20201018,"VA","Black",32853,913,2020-10-18,20201011,31559,883,1294,30
20201025,"VA","Black",34071,960,2020-10-25,20201018,32853,913,1218,47
20201101,"VA","Black",35497,974,2020-11-01,20201025,34071,960,1426,14
20201108,"VA","Black",37022,982,2020-11-08,20201101,35497,974,1525,8
20201115,"VA","Black",38561,996,2020-11-15,20201108,37022,982,1539,14
20201122,"VA","Black",40768,1009,2020-11-22,20201115,38561,996,2207,13
20201129,"VA","Black",43179,1032,2020-11-29,20201122,40768,1009,2411,23
20201206,"VA","Black",45571,1050,2020-12-06,20201129,43179,1032,2392,18
20201213,"VA","Black",47521.5714285714,1094,2020-12-13,20201206,45571,1050,1950.57142857143,44
20201220,"VA","Black",47521.5714285714,1131,2020-12-20,20201213,47521.5714285714,1094,0,37
20201227,"VA","Black",47521.5714285714,1169,2020-12-27,20201220,47521.5714285714,1131,0,38
20210103,"VA","Black",47521.5714285714,1210,2021-01-03,20201227,47521.5714285714,1169,0,41
20210110,"VA","Black",66190,1275,2021-01-10,20210103,47521.5714285714,1210,18668.4285714286,65
20210117,"VA","Black",72530,1332,2021-01-17,20210110,66190,1275,6340,57
20210124,"VA","Black",78004,1397,2021-01-24,20210117,72530,1332,5474,65
20210131,"VA","Black",83135,1483,2021-01-31,20210124,78004,1397,5131,86
20210207,"VA","Black",87476,1547,2021-02-07,20210131,83135,1483,4341,64
20210214,"VA","Black",91385,1624,2021-02-14,20210207,87476,1547,3909,77
20210221,"VA","Black",94455,1724,2021-02-21,20210214,91385,1624,3070,100
20210228,"VA","Black",97025,2003,2021-02-28,20210221,94455,1724,2570,279
20210307,"VA","Black",99166,2262,2021-03-07,20210228,97025,2003,2141,259
20200419,"VA","Latinx",19032,159,2020-04-19,20200412,19032,159,0,0
20200426,"VA","Latinx",19032,159,2020-04-26,20200419,19032,159,0,0
20200503,"VA","Latinx",19032,159,2020-05-03,20200426,19032,159,0,0
20200510,"VA","Latinx",19032,159,2020-05-10,20200503,19032,159,0,0
20200517,"VA","Latinx",19032,159,2020-05-17,20200510,19032,159,0,0
20200524,"VA","Latinx",19032,159,2020-05-24,20200517,19032,159,0,0
20200531,"VA","Latinx",19032,159,2020-05-31,20200524,19032,159,0,0
20200607,"VA","Latinx",19032,159,2020-06-07,20200531,19032,159,0,0
20200614,"VA","Latinx",19032,159,2020-06-14,20200607,19032,159,0,0
20200621,"VA","Latinx",19799,171,2020-06-21,20200614,19032,159,767,12
20200628,"VA","Latinx",21163,189,2020-06-28,20200621,19799,171,1364,18
20200705,"VA","Latinx",22232,203,2020-07-05,20200628,21163,189,1069,14
20200712,"VA","Latinx",23343,216,2020-07-12,20200705,22232,203,1111,13
20200719,"VA","Latinx",24429,223,2020-07-19,20200712,23343,216,1086,7
20200726,"VA","Latinx",25397,230,2020-07-26,20200719,24429,223,968,7
20200802,"VA","Latinx",26427,239,2020-08-02,20200726,25397,230,1030,9
20200809,"VA","Latinx",27438,252,2020-08-09,20200802,26427,239,1011,13
20200816,"VA","Latinx",28474,260,2020-08-16,20200809,27438,252,1036,8
20200823,"VA","Latinx",29514,262,2020-08-23,20200816,28474,260,1040,2
20200830,"VA","Latinx",30566,274,2020-08-30,20200823,29514,262,1052,12
20200906,"VA","Latinx",31528,281,2020-09-06,20200830,30566,274,962,7
20200913,"VA","Latinx",32448,283,2020-09-13,20200906,31528,281,920,2
20200920,"VA","Latinx",33396,297,2020-09-20,20200913,32448,283,948,14
20200927,"VA","Latinx",34433,306,2020-09-27,20200920,33396,297,1037,9
20201004,"VA","Latinx",35311,310,2020-10-04,20200927,34433,306,878,4
20201011,"VA","Latinx",36233,317,2020-10-11,20201004,35311,310,922,7
20201018,"VA","Latinx",37340,321,2020-10-18,20201011,36233,317,1107,4
20201025,"VA","Latinx",38467,326,2020-10-25,20201018,37340,321,1127,5
20201101,"VA","Latinx",39787,330,2020-11-01,20201025,38467,326,1320,4
20201108,"VA","Latinx",41280,334,2020-11-08,20201101,39787,330,1493,4
20201115,"VA","Latinx",42704,338,2020-11-15,20201108,41280,334,1424,4
20201122,"VA","Latinx",44615,347,2020-11-22,20201115,42704,338,1911,9
20201129,"VA","Latinx",46697,349,2020-11-29,20201122,44615,347,2082,2
20201206,"VA","Latinx",48701,356,2020-12-06,20201129,46697,349,2004,7
20201213,"VA","Latinx",51333,362,2020-12-13,20201206,48701,356,2632,6
20201220,"VA","Latinx",53734,372,2020-12-20,20201213,51333,362,2401,10
20201227,"VA","Latinx",56173,389,2020-12-27,20201220,53734,372,2439,17
20210103,"VA","Latinx",58689,403,2021-01-03,20201227,56173,389,2516,14
20210110,"VA","Latinx",61269,411,2021-01-10,20210103,58689,403,2580,8
20210117,"VA","Latinx",64589,429,2021-01-17,20210110,61269,411,3320,18
20210124,"VA","Latinx",67048,440,2021-01-24,20210117,64589,429,2459,11
20210131,"VA","Latinx",69538,471,2021-01-31,20210124,67048,440,2490,31
20210207,"VA","Latinx",71493,484,2021-02-07,20210131,69538,471,1955,13
20210214,"VA","Latinx",73325,491,2021-02-14,20210207,71493,484,1832,7
20210221,"VA","Latinx",74559,515,2021-02-21,20210214,73325,491,1234,24
20210228,"VA","Latinx",75784,579,2021-02-28,20210221,74559,515,1225,64
20210307,"VA","Latinx",76875,640,2021-03-07,20210228,75784,579,1091,61
20200419,"VA","Multiracial",146,0,2020-04-19,20200412,146,0,0,0
20200426,"VA","Multiracial",146,0,2020-04-26,20200419,146,0,0,0
20200503,"VA","Multiracial",146,0,2020-05-03,20200426,146,0,0,0
20200510,"VA","Multiracial",146,0,2020-05-10,20200503,146,0,0,0
20200517,"VA","Multiracial",146,0,2020-05-17,20200510,146,0,0,0
20200524,"VA","Multiracial",146,0,2020-05-24,20200517,146,0,0,0
20200531,"VA","Multiracial",146,0,2020-05-31,20200524,146,0,0,0
20200607,"VA","Multiracial",146,0,2020-06-07,20200531,146,0,0,0
20200614,"VA","Multiracial",146,0,2020-06-14,20200607,146,0,0,0
20200621,"VA","Multiracial",153,0,2020-06-21,20200614,146,0,7,0
20200628,"VA","Multiracial",181,0,2020-06-28,20200621,153,0,28,0
20200705,"VA","Multiracial",218,0.222222222222222,2020-07-05,20200628,181,0,37,0.222222222222222
20200712,"VA","Multiracial",249,0.222222222222222,2020-07-12,20200705,218,0.222222222222222,31,0
20200719,"VA","Multiracial",276,0.222222222222222,2020-07-19,20200712,249,0.222222222222222,27,0
20200726,"VA","Multiracial",336,0.222222222222222,2020-07-26,20200719,276,0.222222222222222,60,0
20200802,"VA","Multiracial",397,0.222222222222222,2020-08-02,20200726,336,0.222222222222222,61,0
20200809,"VA","Multiracial",485,2,2020-08-09,20200802,397,0.222222222222222,88,1.77777777777778
20200816,"VA","Multiracial",546,2,2020-08-16,20200809,485,2,61,0
20200823,"VA","Multiracial",618,2.71428571428571,2020-08-23,20200816,546,2,72,0.714285714285714
20200830,"VA","Multiracial",680,2.71428571428571,2020-08-30,20200823,618,2.71428571428571,62,0
20200906,"VA","Multiracial",784,2.71428571428571,2020-09-06,20200830,680,2.71428571428571,104,0
20200913,"VA","Multiracial",894,2.71428571428571,2020-09-13,20200906,784,2.71428571428571,110,0
20200920,"VA","Multiracial",974,3,2020-09-20,20200913,894,2.71428571428571,80,0.285714285714286
20200927,"VA","Multiracial",1067,3,2020-09-27,20200920,974,3,93,0
20201004,"VA","Multiracial",1165,3,2020-10-04,20200927,1067,3,98,0
20201011,"VA","Multiracial",1257,5,2020-10-11,20201004,1165,3,92,2
20201018,"VA","Multiracial",1365,5,2020-10-18,20201011,1257,5,108,0
20201025,"VA","Multiracial",1496,6,2020-10-25,20201018,1365,5,131,1
20201101,"VA","Multiracial",1648,6.5,2020-11-01,20201025,1496,6,152,0.5
20201108,"VA","Multiracial",1791,6.5,2020-11-08,20201101,1648,6.5,143,0
20201115,"VA","Multiracial",1941,8,2020-11-15,20201108,1791,6.5,150,1.5
20201122,"VA","Multiracial",2150,15,2020-11-22,20201115,1941,8,209,7
20201129,"VA","Multiracial",2378,22,2020-11-29,20201122,2150,15,228,7
20201206,"VA","Multiracial",2633,26,2020-12-06,20201129,2378,22,255,4
20201213,"VA","Multiracial",2962,35,2020-12-13,20201206,2633,26,329,9
20201220,"VA","Multiracial",3304,52,2020-12-20,20201213,2962,35,342,17
20201227,"VA","Multiracial",3667,52.5,2020-12-27,20201220,3304,52,363,0.5
20210103,"VA","Multiracial",4076,57,2021-01-03,20201227,3667,52.5,409,4.5
20210110,"VA","Multiracial",4546,63.8235294117647,2021-01-10,20210103,4076,57,470,6.8235294117647
20210117,"VA","Multiracial",4863,63.8235294117647,2021-01-17,20210110,4546,63.8235294117647,317,0
20210124,"VA","Multiracial",5020,63.8235294117647,2021-01-24,20210117,4863,63.8235294117647,157,0
20210131,"VA","Multiracial",5159,63.8235294117647,2021-01-31,20210124,5020,63.8235294117647,139,0
20210207,"VA","Multiracial",5336,63.8235294117647,2021-02-07,20210131,5159,63.8235294117647,177,0
20210214,"VA","Multiracial",5509,63.8235294117647,2021-02-14,20210207,5336,63.8235294117647,173,0
20210221,"VA","Multiracial",5606,63.8235294117647,2021-02-21,20210214,5509,63.8235294117647,97,0
20210228,"VA","Multiracial",5717,63.8235294117647,2021-02-28,20210221,5606,63.8235294117647,111,0
20210307,"VA","Multiracial",5823,63.8235294117647,2021-03-07,20210228,5717,63.8235294117647,106,0
20200419,"VA","Other",1059,43,2020-04-19,20200412,503,43,556,0
20200426,"VA","Other",1923,43,2020-04-26,20200419,1059,43,864,0
20200503,"VA","Other",3178,58.8450704225352,2020-05-03,20200426,1923,43,1255,15.8450704225352
20200510,"VA","Other",4024.97916666667,58.8450704225352,2020-05-10,20200503,3178,58.8450704225352,846.979166666667,0
20200517,"VA","Other",4024.97916666667,58.8450704225352,2020-05-17,20200510,4024.97916666667,58.8450704225352,0,0
20200524,"VA","Other",4024.97916666667,58.8450704225352,2020-05-24,20200517,4024.97916666667,58.8450704225352,0,0
20200531,"VA","Other",4024.97916666667,58.8450704225352,2020-05-31,20200524,4024.97916666667,58.8450704225352,0,0
20200607,"VA","Other",4024.97916666667,58.8450704225352,2020-06-07,20200531,4024.97916666667,58.8450704225352,0,0
20200614,"VA","Other",4024.97916666667,58.8450704225352,2020-06-14,20200607,4024.97916666667,58.8450704225352,0,0
20200621,"VA","Other",4024.97916666667,58.8450704225352,2020-06-21,20200614,4024.97916666667,58.8450704225352,0,0
20200628,"VA","Other",4024.97916666667,58.8450704225352,2020-06-28,20200621,4024.97916666667,58.8450704225352,0,0
20200705,"VA","Other",4024.97916666667,58.8450704225352,2020-07-05,20200628,4024.97916666667,58.8450704225352,0,0
20200712,"VA","Other",4024.97916666667,58.8450704225352,2020-07-12,20200705,4024.97916666667,58.8450704225352,0,0
20200719,"VA","Other",4024.97916666667,58.8450704225352,2020-07-19,20200712,4024.97916666667,58.8450704225352,0,0
20200726,"VA","Other",4024.97916666667,58.8450704225352,2020-07-26,20200719,4024.97916666667,58.8450704225352,0,0
20200802,"VA","Other",4024.97916666667,58.8450704225352,2020-08-02,20200726,4024.97916666667,58.8450704225352,0,0
20200809,"VA","Other",4024.97916666667,58.8450704225352,2020-08-09,20200802,4024.97916666667,58.8450704225352,0,0
20200816,"VA","Other",4024.97916666667,58.8450704225352,2020-08-16,20200809,4024.97916666667,58.8450704225352,0,0
20200823,"VA","Other",4024.97916666667,58.8450704225352,2020-08-23,20200816,4024.97916666667,58.8450704225352,0,0
20200830,"VA","Other",4024.97916666667,58.8450704225352,2020-08-30,20200823,4024.97916666667,58.8450704225352,0,0
20200906,"VA","Other",4024.97916666667,58.8450704225352,2020-09-06,20200830,4024.97916666667,58.8450704225352,0,0
20200913,"VA","Other",4024.97916666667,58.8450704225352,2020-09-13,20200906,4024.97916666667,58.8450704225352,0,0
20200920,"VA","Other",4024.97916666667,58.8450704225352,2020-09-20,20200913,4024.97916666667,58.8450704225352,0,0
20200927,"VA","Other",4024.97916666667,58.8450704225352,2020-09-27,20200920,4024.97916666667,58.8450704225352,0,0
20201004,"VA","Other",4024.97916666667,58.8450704225352,2020-10-04,20200927,4024.97916666667,58.8450704225352,0,0
20201011,"VA","Other",4024.97916666667,58.8450704225352,2020-10-11,20201004,4024.97916666667,58.8450704225352,0,0
20201018,"VA","Other",4024.97916666667,58.8450704225352,2020-10-18,20201011,4024.97916666667,58.8450704225352,0,0
20201025,"VA","Other",4062,58.8450704225352,2020-10-25,20201018,4024.97916666667,58.8450704225352,37.0208333333335,0
20201101,"VA","Other",4273,58.8450704225352,2020-11-01,20201025,4062,58.8450704225352,211,0
20201108,"VA","Other",4602,58.8450704225352,2020-11-08,20201101,4273,58.8450704225352,329,0
20201115,"VA","Other",4926,58.8450704225352,2020-11-15,20201108,4602,58.8450704225352,324,0
20201122,"VA","Other",5320,58.8450704225352,2020-11-22,20201115,4926,58.8450704225352,394,0
20201129,"VA","Other",6057,58.8450704225352,2020-11-29,20201122,5320,58.8450704225352,737,0
