"State","Race","Date","Cases","Deaths","DateAsDate","PrevDate","PrevCases","PrevDeaths","NewCases","NewDeaths","NewCases_Lag_1","NewCases_Lag_2","NewCases_Lag_3","NewCases_Lag_4","NewCases_Lag_5","NewCases_Lag_6","NewCases_Lag_7","NewCases_Lag_8"
"AK","AIAN",20200419,14,2,2020-04-19,20200412,13,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"AK","AIAN",20200426,18,2,2020-04-26,20200419,14,2,4,0,1,NA,NA,NA,NA,NA,NA,NA
"AK","AIAN",20200503,22,2,2020-05-03,20200426,18,2,4,0,4,1,NA,NA,NA,NA,NA,NA
"AK","AIAN",20200510,24,2,2020-05-10,20200503,22,2,2,0,4,4,1,NA,NA,NA,NA,NA
"AK","AIAN",20200517,29,2,2020-05-17,20200510,24,2,5,0,2,4,4,1,NA,NA,NA,NA
"AK","AIAN",20200524,33,2,2020-05-24,20200517,29,2,4,0,5,2,4,4,1,NA,NA,NA
"AK","AIAN",20200531,41,2,2020-05-31,20200524,33,2,8,0,4,5,2,4,4,1,NA,NA
"AK","AIAN",20200607,59,2,2020-06-07,20200531,41,2,18,0,8,4,5,2,4,4,1,NA
"AK","AIAN",20200614,71,2,2020-06-14,20200607,59,2,12,0,18,8,4,5,2,4,4,1
"AK","AIAN",20200621,83,2,2020-06-21,20200614,71,2,12,0,12,18,8,4,5,2,4,4
"AK","AIAN",20200628,101,2,2020-06-28,20200621,83,2,18,0,12,12,18,8,4,5,2,4
"AK","AIAN",20200705,131,3,2020-07-05,20200628,101,2,30,1,18,12,12,18,8,4,5,2
"AK","AIAN",20200712,177,3,2020-07-12,20200705,131,3,46,0,30,18,12,12,18,8,4,5
"AK","AIAN",20200719,247,4,2020-07-19,20200712,177,3,70,1,46,30,18,12,12,18,8,4
"AK","AIAN",20200726,318,5,2020-07-26,20200719,247,4,71,1,70,46,30,18,12,12,18,8
"AK","AIAN",20200802,414,8,2020-08-02,20200726,318,5,96,3,71,70,46,30,18,12,12,18
"AK","AIAN",20200809,488,9,2020-08-09,20200802,414,8,74,1,96,71,70,46,30,18,12,12
"AK","AIAN",20200816,597,10,2020-08-16,20200809,488,9,109,1,74,96,71,70,46,30,18,12
"AK","AIAN",20200823,696,10,2020-08-23,20200816,597,10,99,0,109,74,96,71,70,46,30,18
"AK","AIAN",20200830,816,13,2020-08-30,20200823,696,10,120,3,99,109,74,96,71,70,46,30
"AK","AIAN",20200906,947,14,2020-09-06,20200830,816,13,131,1,120,99,109,74,96,71,70,46
"AK","AIAN",20200913,1076,16,2020-09-13,20200906,947,14,129,2,131,120,99,109,74,96,71,70
"AK","AIAN",20200920,1214,16,2020-09-20,20200913,1076,16,138,0,129,131,120,99,109,74,96,71
"AK","AIAN",20200927,1475,19,2020-09-27,20200920,1214,16,261,3,138,129,131,120,99,109,74,96
"AK","AIAN",20201004,1882,21,2020-10-04,20200927,1475,19,407,2,261,138,129,131,120,99,109,74
"AK","AIAN",20201011,2218,21,2020-10-11,20201004,1882,21,336,0,407,261,138,129,131,120,99,109
"AK","AIAN",20201018,2519,24,2020-10-18,20201011,2218,21,301,3,336,407,261,138,129,131,120,99
"AK","AIAN",20201025,3071,24,2020-10-25,20201018,2519,24,552,0,301,336,407,261,138,129,131,120
"AK","AIAN",20201101,3555,27,2020-11-01,20201025,3071,24,484,3,552,301,336,407,261,138,129,131
"AK","AIAN",20201108,4293,27,2020-11-08,20201101,3555,27,738,0,484,552,301,336,407,261,138,129
"AK","AIAN",20201115,5029,31,2020-11-15,20201108,4293,27,736,4,738,484,552,301,336,407,261,138
"AK","AIAN",20201122,5929,31,2020-11-22,20201115,5029,31,900,0,736,738,484,552,301,336,407,261
"AK","AIAN",20201129,6733,44,2020-11-29,20201122,5929,31,804,13,900,736,738,484,552,301,336,407
"AK","AIAN",20201206,7323,54,2020-12-06,20201129,6733,44,590,10,804,900,736,738,484,552,301,336
"AK","AIAN",20201213,8025,65,2020-12-13,20201206,7323,54,702,11,590,804,900,736,738,484,552,301
"AK","AIAN",20201220,8645,67,2020-12-20,20201213,8025,65,620,2,702,590,804,900,736,738,484,552
"AK","AIAN",20201227,8969,73.6666666666667,2020-12-27,20201220,8645,67,324,6.66666666666667,620,702,590,804,900,736,738,484
"AK","AIAN",20210103,9623,76,2021-01-03,20201227,8969,73.6666666666667,654,2.33333333333333,324,620,702,590,804,900,736,738
"AK","AIAN",20210110,10238,83,2021-01-10,20210103,9623,76,615,7,654,324,620,702,590,804,900,736
"AK","AIAN",20210117,10754,90,2021-01-17,20210110,10238,83,516,7,615,654,324,620,702,590,804,900
"AK","AIAN",20210124,11160,97,2021-01-24,20210117,10754,90,406,7,516,615,654,324,620,702,590,804
"AK","AIAN",20210131,11460,99,2021-01-31,20210124,11160,97,300,2,406,516,615,654,324,620,702,590
"AK","AIAN",20210207,11627,103,2021-02-07,20210131,11460,99,167,4,300,406,516,615,654,324,620,702
"AK","AIAN",20210214,11837,103,2021-02-14,20210207,11627,103,210,0,167,300,406,516,615,654,324,620
"AK","AIAN",20210221,11990,104,2021-02-21,20210214,11837,103,153,1,210,167,300,406,516,615,654,324
"AK","AIAN",20210228,12117,104,2021-02-28,20210221,11990,104,127,0,153,210,167,300,406,516,615,654
"AK","AIAN",20210307,12238,111,2021-03-07,20210228,12117,104,121,7,127,153,210,167,300,406,516,615
"AK","Asian",20200419,33,2,2020-04-19,20200412,25,2,8,0,NA,NA,NA,NA,NA,NA,NA,NA
"AK","Asian",20200426,41,2,2020-04-26,20200419,33,2,8,0,8,NA,NA,NA,NA,NA,NA,NA
"AK","Asian",20200503,44,2,2020-05-03,20200426,41,2,3,0,8,8,NA,NA,NA,NA,NA,NA
"AK","Asian",20200510,45,2,2020-05-10,20200503,44,2,1,0,3,8,8,NA,NA,NA,NA,NA
"AK","Asian",20200517,45,2,2020-05-17,20200510,45,2,0,0,1,3,8,8,NA,NA,NA,NA
"AK","Asian",20200524,46,2,2020-05-24,20200517,45,2,1,0,0,1,3,8,8,NA,NA,NA
"AK","Asian",20200531,46,2,2020-05-31,20200524,46,2,0,0,1,0,1,3,8,8,NA,NA
"AK","Asian",20200607,52,2,2020-06-07,20200531,46,2,6,0,0,1,0,1,3,8,8,NA
"AK","Asian",20200614,58,2,2020-06-14,20200607,52,2,6,0,6,0,1,0,1,3,8,8
"AK","Asian",20200621,58.3333333333333,2,2020-06-21,20200614,58,2,0.333333333333336,0,6,6,0,1,0,1,3,8
"AK","Asian",20200628,60,2,2020-06-28,20200621,58.3333333333333,2,1.66666666666666,0,0.333333333333336,6,6,0,1,0,1,3
"AK","Asian",20200705,60,2,2020-07-05,20200628,60,2,0,0,1.66666666666666,0.333333333333336,6,6,0,1,0,1
"AK","Asian",20200712,63,2,2020-07-12,20200705,60,2,3,0,0,1.66666666666666,0.333333333333336,6,6,0,1,0
"AK","Asian",20200719,67,2,2020-07-19,20200712,63,2,4,0,3,0,1.66666666666666,0.333333333333336,6,6,0,1
"AK","Asian",20200726,79,2,2020-07-26,20200719,67,2,12,0,4,3,0,1.66666666666666,0.333333333333336,6,6,0
"AK","Asian",20200802,94,2,2020-08-02,20200726,79,2,15,0,12,4,3,0,1.66666666666666,0.333333333333336,6,6
"AK","Asian",20200809,103,2,2020-08-09,20200802,94,2,9,0,15,12,4,3,0,1.66666666666666,0.333333333333336,6
"AK","Asian",20200816,113,2,2020-08-16,20200809,103,2,10,0,9,15,12,4,3,0,1.66666666666666,0.333333333333336
"AK","Asian",20200823,135,2,2020-08-23,20200816,113,2,22,0,10,9,15,12,4,3,0,1.66666666666666
"AK","Asian",20200830,145,3,2020-08-30,20200823,135,2,10,1,22,10,9,15,12,4,3,0
"AK","Asian",20200906,155,3,2020-09-06,20200830,145,3,10,0,10,22,10,9,15,12,4,3
"AK","Asian",20200913,166,3,2020-09-13,20200906,155,3,11,0,10,10,22,10,9,15,12,4
"AK","Asian",20200920,177,3,2020-09-20,20200913,166,3,11,0,11,10,10,22,10,9,15,12
"AK","Asian",20200927,249,4,2020-09-27,20200920,177,3,72,1,11,11,10,10,22,10,9,15
"AK","Asian",20201004,411,4,2020-10-04,20200927,249,4,162,0,72,11,11,10,10,22,10,9
"AK","Asian",20201011,467,5,2020-10-11,20201004,411,4,56,1,162,72,11,11,10,10,22,10
"AK","Asian",20201018,548,7,2020-10-18,20201011,467,5,81,2,56,162,72,11,11,10,10,22
"AK","Asian",20201025,627,7,2020-10-25,20201018,548,7,79,0,81,56,162,72,11,11,10,10
"AK","Asian",20201101,680,8,2020-11-01,20201025,627,7,53,1,79,81,56,162,72,11,11,10
"AK","Asian",20201108,741,8,2020-11-08,20201101,680,8,61,0,53,79,81,56,162,72,11,11
"AK","Asian",20201115,823,8,2020-11-15,20201108,741,8,82,0,61,53,79,81,56,162,72,11
"AK","Asian",20201122,1129,8,2020-11-22,20201115,823,8,306,0,82,61,53,79,81,56,162,72
"AK","Asian",20201129,1212,9,2020-11-29,20201122,1129,8,83,1,306,82,61,53,79,81,56,162
"AK","Asian",20201206,1353,13,2020-12-06,20201129,1212,9,141,4,83,306,82,61,53,79,81,56
"AK","Asian",20201213,1539,18,2020-12-13,20201206,1353,13,186,5,141,83,306,82,61,53,79,81
"AK","Asian",20201220,1771,19,2020-12-20,20201213,1539,18,232,1,186,141,83,306,82,61,53,79
"AK","Asian",20201227,1846,19,2020-12-27,20201220,1771,19,75,0,232,186,141,83,306,82,61,53
"AK","Asian",20210103,1887,20,2021-01-03,20201227,1846,19,41,1,75,232,186,141,83,306,82,61
"AK","Asian",20210110,2014,20,2021-01-10,20210103,1887,20,127,0,41,75,232,186,141,83,306,82
"AK","Asian",20210117,2060,23,2021-01-17,20210110,2014,20,46,3,127,41,75,232,186,141,83,306
"AK","Asian",20210124,2104,27,2021-01-24,20210117,2060,23,44,4,46,127,41,75,232,186,141,83
"AK","Asian",20210131,2148,27,2021-01-31,20210124,2104,27,44,0,44,46,127,41,75,232,186,141
"AK","Asian",20210207,2195,29,2021-02-07,20210131,2148,27,47,2,44,44,46,127,41,75,232,186
"AK","Asian",20210214,2249,29,2021-02-14,20210207,2195,29,54,0,47,44,44,46,127,41,75,232
"AK","Asian",20210221,2331,29,2021-02-21,20210214,2249,29,82,0,54,47,44,44,46,127,41,75
"AK","Asian",20210228,2396,29,2021-02-28,20210221,2331,29,65,0,82,54,47,44,44,46,127,41
"AK","Asian",20210307,2447,29,2021-03-07,20210228,2396,29,51,0,65,82,54,47,44,44,46,127
"AK","Black",20200419,7,0,2020-04-19,20200412,4,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA
"AK","Black",20200426,7,0,2020-04-26,20200419,7,0,0,0,3,NA,NA,NA,NA,NA,NA,NA
"AK","Black",20200503,8,0,2020-05-03,20200426,7,0,1,0,0,3,NA,NA,NA,NA,NA,NA
"AK","Black",20200510,9,0,2020-05-10,20200503,8,0,1,0,1,0,3,NA,NA,NA,NA,NA
"AK","Black",20200517,9,0,2020-05-17,20200510,9,0,0,0,1,1,0,3,NA,NA,NA,NA
"AK","Black",20200524,10,0,2020-05-24,20200517,9,0,1,0,0,1,1,0,3,NA,NA,NA
"AK","Black",20200531,13,0,2020-05-31,20200524,10,0,3,0,1,0,1,1,0,3,NA,NA
"AK","Black",20200607,15,0,2020-06-07,20200531,13,0,2,0,3,1,0,1,1,0,3,NA
"AK","Black",20200614,17,0,2020-06-14,20200607,15,0,2,0,2,3,1,0,1,1,0,3
"AK","Black",20200621,19,0,2020-06-21,20200614,17,0,2,0,2,2,3,1,0,1,1,0
"AK","Black",20200628,23,0,2020-06-28,20200621,19,0,4,0,2,2,2,3,1,0,1,1
"AK","Black",20200705,25,0,2020-07-05,20200628,23,0,2,0,4,2,2,2,3,1,0,1
"AK","Black",20200712,35,0,2020-07-12,20200705,25,0,10,0,2,4,2,2,2,3,1,0
"AK","Black",20200719,45,0,2020-07-19,20200712,35,0,10,0,10,2,4,2,2,2,3,1
"AK","Black",20200726,70,0,2020-07-26,20200719,45,0,25,0,10,10,2,4,2,2,2,3
"AK","Black",20200802,93,0,2020-08-02,20200726,70,0,23,0,25,10,10,2,4,2,2,2
"AK","Black",20200809,117,0,2020-08-09,20200802,93,0,24,0,23,25,10,10,2,4,2,2
"AK","Black",20200816,148,0,2020-08-16,20200809,117,0,31,0,24,23,25,10,10,2,4,2
"AK","Black",20200823,194,0,2020-08-23,20200816,148,0,46,0,31,24,23,25,10,10,2,4
"AK","Black",20200830,209,0,2020-08-30,20200823,194,0,15,0,46,31,24,23,25,10,10,2
"AK","Black",20200906,227,0,2020-09-06,20200830,209,0,18,0,15,46,31,24,23,25,10,10
"AK","Black",20200913,245,0,2020-09-13,20200906,227,0,18,0,18,15,46,31,24,23,25,10
"AK","Black",20200920,264,1,2020-09-20,20200913,245,0,19,1,18,18,15,46,31,24,23,25
"AK","Black",20200927,337,2,2020-09-27,20200920,264,1,73,1,19,18,18,15,46,31,24,23
"AK","Black",20201004,422,2,2020-10-04,20200927,337,2,85,0,73,19,18,18,15,46,31,24
"AK","Black",20201011,454,2,2020-10-11,20201004,422,2,32,0,85,73,19,18,18,15,46,31
"AK","Black",20201018,493,3,2020-10-18,20201011,454,2,39,1,32,85,73,19,18,18,15,46
"AK","Black",20201025,532,3,2020-10-25,20201018,493,3,39,0,39,32,85,73,19,18,18,15
"AK","Black",20201101,574,3,2020-11-01,20201025,532,3,42,0,39,39,32,85,73,19,18,18
"AK","Black",20201108,618,3,2020-11-08,20201101,574,3,44,0,42,39,39,32,85,73,19,18
"AK","Black",20201115,697,4,2020-11-15,20201108,618,3,79,1,44,42,39,39,32,85,73,19
"AK","Black",20201122,908,4,2020-11-22,20201115,697,4,211,0,79,44,42,39,39,32,85,73
"AK","Black",20201129,957,5,2020-11-29,20201122,908,4,49,1,211,79,44,42,39,39,32,85
"AK","Black",20201206,1004,6,2020-12-06,20201129,957,5,47,1,49,211,79,44,42,39,39,32
"AK","Black",20201213,1091,7,2020-12-13,20201206,1004,6,87,1,47,49,211,79,44,42,39,39
"AK","Black",20201220,1202,7,2020-12-20,20201213,1091,7,111,0,87,47,49,211,79,44,42,39
"AK","Black",20201227,1241,8,2020-12-27,20201220,1202,7,39,1,111,87,47,49,211,79,44,42
"AK","Black",20210103,1661.10526315789,9,2021-01-03,20201227,1241,8,420.105263157895,1,39,111,87,47,49,211,79,44
"AK","Black",20210110,1661.10526315789,9,2021-01-10,20210103,1661.10526315789,9,0,0,420.105263157895,39,111,87,47,49,211,79
"AK","Black",20210117,1661.10526315789,9,2021-01-17,20210110,1661.10526315789,9,0,0,0,420.105263157895,39,111,87,47,49,211
"AK","Black",20210124,1661.10526315789,9,2021-01-24,20210117,1661.10526315789,9,0,0,0,0,420.105263157895,39,111,87,47,49
"AK","Black",20210131,1661.10526315789,9,2021-01-31,20210124,1661.10526315789,9,0,0,0,0,0,420.105263157895,39,111,87,47
"AK","Black",20210207,1661.10526315789,9,2021-02-07,20210131,1661.10526315789,9,0,0,0,0,0,0,420.105263157895,39,111,87
"AK","Black",20210214,1661.10526315789,9,2021-02-14,20210207,1661.10526315789,9,0,0,0,0,0,0,0,420.105263157895,39,111
"AK","Black",20210221,1661.10526315789,9,2021-02-21,20210214,1661.10526315789,9,0,0,0,0,0,0,0,0,420.105263157895,39
"AK","Black",20210228,1661.10526315789,9,2021-02-28,20210221,1661.10526315789,9,0,0,0,0,0,0,0,0,0,420.105263157895
"AK","Black",20210307,1661.10526315789,9,2021-03-07,20210228,1661.10526315789,9,0,0,0,0,0,0,0,0,0,0
"AK","Multiracial",20200419,6.66666666666667,0,2020-04-19,20200412,6,0,0.666666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA
"AK","Multiracial",20200426,6.66666666666667,0,2020-04-26,20200419,6.66666666666667,0,0,0,0.666666666666667,NA,NA,NA,NA,NA,NA,NA
"AK","Multiracial",20200503,11,0,2020-05-03,20200426,6.66666666666667,0,4.33333333333333,0,0,0.666666666666667,NA,NA,NA,NA,NA,NA
"AK","Multiracial",20200510,12,0,2020-05-10,20200503,11,0,1,0,4.33333333333333,0,0.666666666666667,NA,NA,NA,NA,NA
"AK","Multiracial",20200517,14.5,0,2020-05-17,20200510,12,0,2.5,0,1,4.33333333333333,0,0.666666666666667,NA,NA,NA,NA
"AK","Multiracial",20200524,15,0,2020-05-24,20200517,14.5,0,0.5,0,2.5,1,4.33333333333333,0,0.666666666666667,NA,NA,NA
"AK","Multiracial",20200531,16,0,2020-05-31,20200524,15,0,1,0,0.5,2.5,1,4.33333333333333,0,0.666666666666667,NA,NA
"AK","Multiracial",20200607,21,0,2020-06-07,20200531,16,0,5,0,1,0.5,2.5,1,4.33333333333333,0,0.666666666666667,NA
"AK","Multiracial",20200614,24,0,2020-06-14,20200607,21,0,3,0,5,1,0.5,2.5,1,4.33333333333333,0,0.666666666666667
"AK","Multiracial",20200621,26,0,2020-06-21,20200614,24,0,2,0,3,5,1,0.5,2.5,1,4.33333333333333,0
"AK","Multiracial",20200628,32,0,2020-06-28,20200621,26,0,6,0,2,3,5,1,0.5,2.5,1,4.33333333333333
"AK","Multiracial",20200705,36,0,2020-07-05,20200628,32,0,4,0,6,2,3,5,1,0.5,2.5,1
"AK","Multiracial",20200712,43,0,2020-07-12,20200705,36,0,7,0,4,6,2,3,5,1,0.5,2.5
"AK","Multiracial",20200719,53,0,2020-07-19,20200712,43,0,10,0,7,4,6,2,3,5,1,0.5
"AK","Multiracial",20200726,58.5,0,2020-07-26,20200719,53,0,5.5,0,10,7,4,6,2,3,5,1
"AK","Multiracial",20200802,92,0,2020-08-02,20200726,58.5,0,33.5,0,5.5,10,7,4,6,2,3,5
"AK","Multiracial",20200809,107,0,2020-08-09,20200802,92,0,15,0,33.5,5.5,10,7,4,6,2,3
"AK","Multiracial",20200816,124,0,2020-08-16,20200809,107,0,17,0,15,33.5,5.5,10,7,4,6,2
"AK","Multiracial",20200823,152,0,2020-08-23,20200816,124,0,28,0,17,15,33.5,5.5,10,7,4,6
"AK","Multiracial",20200830,171,0,2020-08-30,20200823,152,0,19,0,28,17,15,33.5,5.5,10,7,4
"AK","Multiracial",20200906,192,0,2020-09-06,20200830,171,0,21,0,19,28,17,15,33.5,5.5,10,7
"AK","Multiracial",20200913,216,0,2020-09-13,20200906,192,0,24,0,21,19,28,17,15,33.5,5.5,10
"AK","Multiracial",20200920,248,0,2020-09-20,20200913,216,0,32,0,24,21,19,28,17,15,33.5,5.5
"AK","Multiracial",20200927,335,0,2020-09-27,20200920,248,0,87,0,32,24,21,19,28,17,15,33.5
"AK","Multiracial",20201004,370,0,2020-10-04,20200927,335,0,35,0,87,32,24,21,19,28,17,15
"AK","Multiracial",20201011,422,0,2020-10-11,20201004,370,0,52,0,35,87,32,24,21,19,28,17
"AK","Multiracial",20201018,522,0,2020-10-18,20201011,422,0,100,0,52,35,87,32,24,21,19,28
"AK","Multiracial",20201025,662,0,2020-10-25,20201018,522,0,140,0,100,52,35,87,32,24,21,19
"AK","Multiracial",20201101,833,2,2020-11-01,20201025,662,0,171,2,140,100,52,35,87,32,24,21
"AK","Multiracial",20201108,1051,3,2020-11-08,20201101,833,2,218,1,171,140,100,52,35,87,32,24
"AK","Multiracial",20201115,1301,3.71428571428571,2020-11-15,20201108,1051,3,250,0.714285714285714,218,171,140,100,52,35,87,32
"AK","Multiracial",20201122,1661,3.71428571428571,2020-11-22,20201115,1301,3.71428571428571,360,0,250,218,171,140,100,52,35,87
"AK","Multiracial",20201129,2017,3.71428571428571,2020-11-29,20201122,1661,3.71428571428571,356,0,360,250,218,171,140,100,52,35
"AK","Multiracial",20201206,2605,4.51851851851852,2020-12-06,20201129,2017,3.71428571428571,588,0.804232804232804,356,360,250,218,171,140,100,52
"AK","Multiracial",20201213,2993,4.51851851851852,2020-12-13,20201206,2605,4.51851851851852,388,0,588,356,360,250,218,171,140,100
"AK","Multiracial",20201220,3437,4.51851851851852,2020-12-20,20201213,2993,4.51851851851852,444,0,388,588,356,360,250,218,171,140
"AK","Multiracial",20201227,3555.5,4.51851851851852,2020-12-27,20201220,3437,4.51851851851852,118.5,0,444,388,588,356,360,250,218,171
"AK","Multiracial",20210103,3762,4.51851851851852,2021-01-03,20201227,3555.5,4.51851851851852,206.5,0,118.5,444,388,588,356,360,250,218
"AK","Multiracial",20210110,3943,4.51851851851852,2021-01-10,20210103,3762,4.51851851851852,181,0,206.5,118.5,444,388,588,356,360,250
"AK","Multiracial",20210117,4021,4.51851851851852,2021-01-17,20210110,3943,4.51851851851852,78,0,181,206.5,118.5,444,388,588,356,360
"AK","Multiracial",20210124,4094,4.51851851851852,2021-01-24,20210117,4021,4.51851851851852,73,0,78,181,206.5,118.5,444,388,588,356
"AK","Multiracial",20210131,4161,4.51851851851852,2021-01-31,20210124,4094,4.51851851851852,67,0,73,78,181,206.5,118.5,444,388,588
"AK","Multiracial",20210207,4215,4.51851851851852,2021-02-07,20210131,4161,4.51851851851852,54,0,67,73,78,181,206.5,118.5,444,388
"AK","Multiracial",20210214,4323,4.51851851851852,2021-02-14,20210207,4215,4.51851851851852,108,0,54,67,73,78,181,206.5,118.5,444
"AK","Multiracial",20210221,4370,4.51851851851852,2021-02-21,20210214,4323,4.51851851851852,47,0,108,54,67,73,78,181,206.5,118.5
"AK","Multiracial",20210228,4403,4.51851851851852,2021-02-28,20210221,4370,4.51851851851852,33,0,47,108,54,67,73,78,181,206.5
"AK","Multiracial",20210307,4453,4.51851851851852,2021-03-07,20210228,4403,4.51851851851852,50,0,33,47,108,54,67,73,78,181
"AK","NHPI",20200419,4,1,2020-04-19,20200412,3,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"AK","NHPI",20200426,6,1,2020-04-26,20200419,4,1,2,0,1,NA,NA,NA,NA,NA,NA,NA
"AK","NHPI",20200503,10,1,2020-05-03,20200426,6,1,4,0,2,1,NA,NA,NA,NA,NA,NA
"AK","NHPI",20200510,13,1,2020-05-10,20200503,10,1,3,0,4,2,1,NA,NA,NA,NA,NA
"AK","NHPI",20200517,13,1,2020-05-17,20200510,13,1,0,0,3,4,2,1,NA,NA,NA,NA
"AK","NHPI",20200524,14,1,2020-05-24,20200517,13,1,1,0,0,3,4,2,1,NA,NA,NA
"AK","NHPI",20200531,15,1,2020-05-31,20200524,14,1,1,0,1,0,3,4,2,1,NA,NA
"AK","NHPI",20200607,16,1,2020-06-07,20200531,15,1,1,0,1,1,0,3,4,2,1,NA
"AK","NHPI",20200614,17,1,2020-06-14,20200607,16,1,1,0,1,1,1,0,3,4,2,1
"AK","NHPI",20200621,18,1,2020-06-21,20200614,17,1,1,0,1,1,1,1,0,3,4,2
"AK","NHPI",20200628,25,1,2020-06-28,20200621,18,1,7,0,1,1,1,1,1,0,3,4
"AK","NHPI",20200705,29,1,2020-07-05,20200628,25,1,4,0,7,1,1,1,1,1,0,3
"AK","NHPI",20200712,39,1,2020-07-12,20200705,29,1,10,0,4,7,1,1,1,1,1,0
"AK","NHPI",20200719,66,1,2020-07-19,20200712,39,1,27,0,10,4,7,1,1,1,1,1
"AK","NHPI",20200726,92,1,2020-07-26,20200719,66,1,26,0,27,10,4,7,1,1,1,1
"AK","NHPI",20200802,128,3,2020-08-02,20200726,92,1,36,2,26,27,10,4,7,1,1,1
"AK","NHPI",20200809,149,4,2020-08-09,20200802,128,3,21,1,36,26,27,10,4,7,1,1
"AK","NHPI",20200816,177,4,2020-08-16,20200809,149,4,28,0,21,36,26,27,10,4,7,1
"AK","NHPI",20200823,201,4,2020-08-23,20200816,177,4,24,0,28,21,36,26,27,10,4,7
"AK","NHPI",20200830,219,5,2020-08-30,20200823,201,4,18,1,24,28,21,36,26,27,10,4
"AK","NHPI",20200906,234,5,2020-09-06,20200830,219,5,15,0,18,24,28,21,36,26,27,10
"AK","NHPI",20200913,242,5,2020-09-13,20200906,234,5,8,0,15,18,24,28,21,36,26,27
"AK","NHPI",20200920,264,5,2020-09-20,20200913,242,5,22,0,8,15,18,24,28,21,36,26
"AK","NHPI",20200927,324,7,2020-09-27,20200920,264,5,60,2,22,8,15,18,24,28,21,36
"AK","NHPI",20201004,446,7,2020-10-04,20200927,324,7,122,0,60,22,8,15,18,24,28,21
"AK","NHPI",20201011,489,7,2020-10-11,20201004,446,7,43,0,122,60,22,8,15,18,24,28
"AK","NHPI",20201018,526,7,2020-10-18,20201011,489,7,37,0,43,122,60,22,8,15,18,24
"AK","NHPI",20201025,579,7,2020-10-25,20201018,526,7,53,0,37,43,122,60,22,8,15,18
"AK","NHPI",20201101,623,7,2020-11-01,20201025,579,7,44,0,53,37,43,122,60,22,8,15
"AK","NHPI",20201108,668,7,2020-11-08,20201101,623,7,45,0,44,53,37,43,122,60,22,8
"AK","NHPI",20201115,727,9,2020-11-15,20201108,668,7,59,2,45,44,53,37,43,122,60,22
"AK","NHPI",20201122,948,9,2020-11-22,20201115,727,9,221,0,59,45,44,53,37,43,122,60
"AK","NHPI",20201129,1019,9,2020-11-29,20201122,948,9,71,0,221,59,45,44,53,37,43,122
"AK","NHPI",20201206,1083,9,2020-12-06,20201129,1019,9,64,0,71,221,59,45,44,53,37,43
"AK","NHPI",20201213,1141,11,2020-12-13,20201206,1083,9,58,2,64,71,221,59,45,44,53,37
"AK","NHPI",20201220,1258,11,2020-12-20,20201213,1141,11,117,0,58,64,71,221,59,45,44,53
"AK","NHPI",20201227,1302,11,2020-12-27,20201220,1258,11,44,0,117,58,64,71,221,59,45,44
"AK","NHPI",20210103,1322,13,2021-01-03,20201227,1302,11,20,2,44,117,58,64,71,221,59,45
"AK","NHPI",20210110,1397,15,2021-01-10,20210103,1322,13,75,2,20,44,117,58,64,71,221,59
"AK","NHPI",20210117,1410,16,2021-01-17,20210110,1397,15,13,1,75,20,44,117,58,64,71,221
"AK","NHPI",20210124,1430,16,2021-01-24,20210117,1410,16,20,0,13,75,20,44,117,58,64,71
"AK","NHPI",20210131,1437,16,2021-01-31,20210124,1430,16,7,0,20,13,75,20,44,117,58,64
"AK","NHPI",20210207,1444,16,2021-02-07,20210131,1437,16,7,0,7,20,13,75,20,44,117,58
"AK","NHPI",20210214,1467,16,2021-02-14,20210207,1444,16,23,0,7,7,20,13,75,20,44,117
"AK","NHPI",20210221,1479,16,2021-02-21,20210214,1467,16,12,0,23,7,7,20,13,75,20,44
"AK","NHPI",20210228,1493,16,2021-02-28,20210221,1479,16,14,0,12,23,7,7,20,13,75,20
"AK","NHPI",20210307,1508,17,2021-03-07,20210228,1493,16,15,1,14,12,23,7,7,20,13,75
"AK","Other",20200419,5,0,2020-04-19,20200412,3,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
"AK","Other",20200426,9,0,2020-04-26,20200419,5,0,4,0,2,NA,NA,NA,NA,NA,NA,NA
"AK","Other",20200503,9,0,2020-05-03,20200426,9,0,0,0,4,2,NA,NA,NA,NA,NA,NA
"AK","Other",20200510,10,0,2020-05-10,20200503,9,0,1,0,0,4,2,NA,NA,NA,NA,NA
"AK","Other",20200517,12,0,2020-05-17,20200510,10,0,2,0,1,0,4,2,NA,NA,NA,NA
"AK","Other",20200524,12,0,2020-05-24,20200517,12,0,0,0,2,1,0,4,2,NA,NA,NA
"AK","Other",20200531,12,0,2020-05-31,20200524,12,0,0,0,0,2,1,0,4,2,NA,NA
"AK","Other",20200607,12,0,2020-06-07,20200531,12,0,0,0,0,0,2,1,0,4,2,NA
"AK","Other",20200614,15,0,2020-06-14,20200607,12,0,3,0,0,0,0,2,1,0,4,2
"AK","Other",20200621,16.5,0,2020-06-21,20200614,15,0,1.5,0,3,0,0,0,2,1,0,4
"AK","Other",20200628,17,0,2020-06-28,20200621,16.5,0,0.5,0,1.5,3,0,0,0,2,1,0
