"State","Race","Date","Cases","Deaths","DateAsDate","PrevDate","PrevCases","PrevDeaths","NewCases","NewDeaths","NewCases_Lag_1","NewCases_Lag_2","NewCases_Lag_3","NewCases_Lag_4","NewCases_Lag_5","NewCases_Lag_6","NewCases_Lag_7","NewCases_Lag_8"
"MN","Unknown",20200712,6482,100.55737704918,2020-07-12,20200705,5945.5,100.55737704918,536.5,0,73.5,162.666666666667,0,0,82.833333333333,553.5,372,982
"MN","Unknown",20200719,6603.66666666667,100.55737704918,2020-07-19,20200712,6482,100.55737704918,121.666666666667,0,536.5,73.5,162.666666666667,0,0,82.833333333333,553.5,372
"MN","Unknown",20200726,6793,100.55737704918,2020-07-26,20200719,6603.66666666667,100.55737704918,189.333333333333,0,121.666666666667,536.5,73.5,162.666666666667,0,0,82.833333333333,553.5
"MN","Unknown",20200802,7420,100.55737704918,2020-08-02,20200726,6793,100.55737704918,627,0,189.333333333333,121.666666666667,536.5,73.5,162.666666666667,0,0,82.833333333333
"MN","Unknown",20200809,7597.77777777778,100.55737704918,2020-08-09,20200802,7420,100.55737704918,177.777777777777,0,627,189.333333333333,121.666666666667,536.5,73.5,162.666666666667,0,0
"MN","Unknown",20200816,7597.77777777778,100.55737704918,2020-08-16,20200809,7597.77777777778,100.55737704918,0,0,177.777777777777,627,189.333333333333,121.666666666667,536.5,73.5,162.666666666667,0
"MN","Unknown",20200823,7597.77777777778,100.55737704918,2020-08-23,20200816,7597.77777777778,100.55737704918,0,0,0,177.777777777777,627,189.333333333333,121.666666666667,536.5,73.5,162.666666666667
"MN","Unknown",20200830,7597.77777777778,100.55737704918,2020-08-30,20200823,7597.77777777778,100.55737704918,0,0,0,0,177.777777777777,627,189.333333333333,121.666666666667,536.5,73.5
"MN","Unknown",20200906,7878.5,100.55737704918,2020-09-06,20200830,7597.77777777778,100.55737704918,280.722222222223,0,0,0,0,177.777777777777,627,189.333333333333,121.666666666667,536.5
"MN","Unknown",20200913,7884,100.55737704918,2020-09-13,20200906,7878.5,100.55737704918,5.5,0,280.722222222223,0,0,0,177.777777777777,627,189.333333333333,121.666666666667
"MN","Unknown",20200920,8414.5,100.55737704918,2020-09-20,20200913,7884,100.55737704918,530.5,0,5.5,280.722222222223,0,0,0,177.777777777777,627,189.333333333333
"MN","Unknown",20200927,9021,100.55737704918,2020-09-27,20200920,8414.5,100.55737704918,606.5,0,530.5,5.5,280.722222222223,0,0,0,177.777777777777,627
"MN","Unknown",20201004,9622,100.55737704918,2020-10-04,20200927,9021,100.55737704918,601,0,606.5,530.5,5.5,280.722222222223,0,0,0,177.777777777777
"MN","Unknown",20201011,10441,100.55737704918,2020-10-11,20201004,9622,100.55737704918,819,0,601,606.5,530.5,5.5,280.722222222223,0,0,0
"MN","Unknown",20201018,11644,100.55737704918,2020-10-18,20201011,10441,100.55737704918,1203,0,819,601,606.5,530.5,5.5,280.722222222223,0,0
"MN","Unknown",20201025,12859,100.55737704918,2020-10-25,20201018,11644,100.55737704918,1215,0,1203,819,601,606.5,530.5,5.5,280.722222222223,0
"MN","Unknown",20201101,15243,100.55737704918,2020-11-01,20201025,12859,100.55737704918,2384,0,1215,1203,819,601,606.5,530.5,5.5,280.722222222223
"MN","Unknown",20201108,19601,100.55737704918,2020-11-08,20201101,15243,100.55737704918,4358,0,2384,1215,1203,819,601,606.5,530.5,5.5
"MN","Unknown",20201115,25738,100.55737704918,2020-11-15,20201108,19601,100.55737704918,6137,0,4358,2384,1215,1203,819,601,606.5,530.5
"MN","Unknown",20201122,31711,100.55737704918,2020-11-22,20201115,25738,100.55737704918,5973,0,6137,4358,2384,1215,1203,819,601,606.5
"MN","Unknown",20201129,35421,100.55737704918,2020-11-29,20201122,31711,100.55737704918,3710,0,5973,6137,4358,2384,1215,1203,819,601
"MN","Unknown",20201206,37668,103,2020-12-06,20201129,35421,100.55737704918,2247,2.44262295081967,3710,5973,6137,4358,2384,1215,1203,819
"MN","Unknown",20201213,37668,111,2020-12-13,20201206,37668,103,0,8,2247,3710,5973,6137,4358,2384,1215,1203
"MN","Unknown",20201220,37668,117.173913043478,2020-12-20,20201213,37668,111,0,6.17391304347827,0,2247,3710,5973,6137,4358,2384,1215
"MN","Unknown",20201227,38277,117.173913043478,2020-12-27,20201220,37668,117.173913043478,609,0,0,0,2247,3710,5973,6137,4358,2384
"MN","Unknown",20210103,38643.8947368421,117.173913043478,2021-01-03,20201227,38277,117.173913043478,366.894736842107,0,609,0,0,2247,3710,5973,6137,4358
"MN","Unknown",20210110,38643.8947368421,117.173913043478,2021-01-10,20210103,38643.8947368421,117.173913043478,0,0,366.894736842107,609,0,0,2247,3710,5973,6137
"MN","Unknown",20210117,38643.8947368421,117.173913043478,2021-01-17,20210110,38643.8947368421,117.173913043478,0,0,0,366.894736842107,609,0,0,2247,3710,5973
"MN","Unknown",20210124,38643.8947368421,117.173913043478,2021-01-24,20210117,38643.8947368421,117.173913043478,0,0,0,0,366.894736842107,609,0,0,2247,3710
"MN","Unknown",20210131,38643.8947368421,117.173913043478,2021-01-31,20210124,38643.8947368421,117.173913043478,0,0,0,0,0,366.894736842107,609,0,0,2247
"MN","Unknown",20210207,38643.8947368421,117.173913043478,2021-02-07,20210131,38643.8947368421,117.173913043478,0,0,0,0,0,0,366.894736842107,609,0,0
"MN","Unknown",20210214,38643.8947368421,117.173913043478,2021-02-14,20210207,38643.8947368421,117.173913043478,0,0,0,0,0,0,0,366.894736842107,609,0
"MN","Unknown",20210221,38643.8947368421,117.173913043478,2021-02-21,20210214,38643.8947368421,117.173913043478,0,0,0,0,0,0,0,0,366.894736842107,609
"MN","Unknown",20210228,38643.8947368421,117.173913043478,2021-02-28,20210221,38643.8947368421,117.173913043478,0,0,0,0,0,0,0,0,0,366.894736842107
"MN","Unknown",20210307,38643.8947368421,117.173913043478,2021-03-07,20210228,38643.8947368421,117.173913043478,0,0,0,0,0,0,0,0,0,0
"MN","White",20200419,1484,100,2020-04-19,20200412,1086,58,398,42,NA,NA,NA,NA,NA,NA,NA,NA
"MN","White",20200426,1909,187,2020-04-26,20200419,1484,100,425,87,398,NA,NA,NA,NA,NA,NA,NA
"MN","White",20200503,2731,289,2020-05-03,20200426,1909,187,822,102,425,398,NA,NA,NA,NA,NA,NA
"MN","White",20200510,3832,387,2020-05-10,20200503,2731,289,1101,98,822,425,398,NA,NA,NA,NA,NA
"MN","White",20200517,5182,461,2020-05-17,20200510,3832,387,1350,74,1101,822,425,398,NA,NA,NA,NA
"MN","White",20200524,6982,543,2020-05-24,20200517,5182,461,1800,82,1350,1101,822,425,398,NA,NA,NA
"MN","White",20200531,8529,634,2020-05-31,20200524,6982,543,1547,91,1800,1350,1101,822,425,398,NA,NA
"MN","White",20200607,9704,715,2020-06-07,20200531,8529,634,1175,81,1547,1800,1350,1101,822,425,398,NA
"MN","White",20200614,11183,903,2020-06-14,20200607,9704,715,1479,188,1175,1547,1800,1350,1101,822,425,398
"MN","White",20200621,12352,992,2020-06-21,20200614,11183,903,1169,89,1479,1175,1547,1800,1350,1101,822,425
"MN","White",20200628,13856,1048,2020-06-28,20200621,12352,992,1504,56,1169,1479,1175,1547,1800,1350,1101,822
"MN","White",20200705,15525,1096,2020-07-05,20200628,13856,1048,1669,48,1504,1169,1479,1175,1547,1800,1350,1101
"MN","White",20200712,17997,1210,2020-07-12,20200705,15525,1096,2472,114,1669,1504,1169,1479,1175,1547,1800,1350
"MN","White",20200719,20351,1234,2020-07-19,20200712,17997,1210,2354,24,2472,1669,1504,1169,1479,1175,1547,1800
"MN","White",20200726,23060,1262,2020-07-26,20200719,20351,1234,2709,28,2354,2472,1669,1504,1169,1479,1175,1547
"MN","White",20200802,25516,1289,2020-08-02,20200726,23060,1262,2456,27,2709,2354,2472,1669,1504,1169,1479,1175
"MN","White",20200809,28108,1321,2020-08-09,20200802,25516,1289,2592,32,2456,2709,2354,2472,1669,1504,1169,1479
"MN","White",20200816,30352.75,1358,2020-08-16,20200809,28108,1321,2244.75,37,2592,2456,2709,2354,2472,1669,1504,1169
"MN","White",20200823,30352.75,1374,2020-08-23,20200816,30352.75,1358,0,16,2244.75,2592,2456,2709,2354,2472,1669,1504
"MN","White",20200830,32638,1399,2020-08-30,20200823,30352.75,1374,2285.25,25,0,2244.75,2592,2456,2709,2354,2472,1669
"MN","White",20200906,35928,1435,2020-09-06,20200830,32638,1399,3290,36,2285.25,0,2244.75,2592,2456,2709,2354,2472
"MN","White",20200913,38588,1485,2020-09-13,20200906,35928,1435,2660,50,3290,2285.25,0,2244.75,2592,2456,2709,2354
"MN","White",20200920,42465,1520,2020-09-20,20200913,38588,1485,3877,35,2660,3290,2285.25,0,2244.75,2592,2456,2709
"MN","White",20200927,47009,1558,2020-09-27,20200920,42465,1520,4544,38,3877,2660,3290,2285.25,0,2244.75,2592,2456
"MN","White",20201004,51930,1617,2020-10-04,20200927,47009,1558,4921,59,4544,3877,2660,3290,2285.25,0,2244.75,2592
"MN","White",20201011,57723,1666,2020-10-11,20201004,51930,1617,5793,49,4921,4544,3877,2660,3290,2285.25,0,2244.75
"MN","White",20201018,64935,1751,2020-10-18,20201011,57723,1666,7212,85,5793,4921,4544,3877,2660,3290,2285.25,0
"MN","White",20201025,72414,1853,2020-10-25,20201018,64935,1751,7479,102,7212,5793,4921,4544,3877,2660,3290,2285.25
"MN","White",20201101,84081,1958,2020-11-01,20201025,72414,1853,11667,105,7479,7212,5793,4921,4544,3877,2660,3290
"MN","White",20201108,104850,2109,2020-11-08,20201101,84081,1958,20769,151,11667,7479,7212,5793,4921,4544,3877,2660
"MN","White",20201115,135067,2322,2020-11-15,20201108,104850,2109,30217,213,20769,11667,7479,7212,5793,4921,4544,3877
"MN","White",20201122,168539,2603,2020-11-22,20201115,135067,2322,33472,281,30217,20769,11667,7479,7212,5793,4921,4544
"MN","White",20201129,199364,2898,2020-11-29,20201122,168539,2603,30825,295,33472,30217,20769,11667,7479,7212,5793,4921
"MN","White",20201206,226410,3238,2020-12-06,20201129,199364,2898,27046,340,30825,33472,30217,20769,11667,7479,7212,5793
"MN","White",20201213,247130,3635,2020-12-13,20201206,226410,3238,20720,397,27046,30825,33472,30217,20769,11667,7479,7212
"MN","White",20201220,259623,3987,2020-12-20,20201213,247130,3635,12493,352,20720,27046,30825,33472,30217,20769,11667,7479
"MN","White",20201227,267534,4246,2020-12-27,20201220,259623,3987,7911,259,12493,20720,27046,30825,33472,30217,20769,11667
"MN","White",20210103,275526,4486,2021-01-03,20201227,267534,4246,7992,240,7911,12493,20720,27046,30825,33472,30217,20769
"MN","White",20210110,287390,4754,2021-01-10,20210103,275526,4486,11864,268,7992,7911,12493,20720,27046,30825,33472,30217
"MN","White",20210117,294318,4947,2021-01-17,20210110,287390,4754,6928,193,11864,7992,7911,12493,20720,27046,30825,33472
"MN","White",20210124,300591,5076,2021-01-24,20210117,294318,4947,6273,129,6928,11864,7992,7911,12493,20720,27046,30825
"MN","White",20210131,305681,5159,2021-01-31,20210124,300591,5076,5090,83,6273,6928,11864,7992,7911,12493,20720,27046
"MN","White",20210207,310511,5235,2021-02-07,20210131,305681,5159,4830,76,5090,6273,6928,11864,7992,7911,12493,20720
"MN","White",20210214,314712,5302,2021-02-14,20210207,310511,5235,4201,67,4830,5090,6273,6928,11864,7992,7911,12493
"MN","White",20210221,318946,5348,2021-02-21,20210214,314712,5302,4234,46,4201,4830,5090,6273,6928,11864,7992,7911
"MN","White",20210228,323312,5392,2021-02-28,20210221,318946,5348,4366,44,4234,4201,4830,5090,6273,6928,11864,7992
"MN","White",20210307,327714,5440,2021-03-07,20210228,323312,5392,4402,48,4366,4234,4201,4830,5090,6273,6928,11864
"MO","AIAN",20200419,0,0,2020-04-19,20200412,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"MO","AIAN",20200426,0,0,2020-04-26,20200419,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"MO","AIAN",20200503,0,0,2020-05-03,20200426,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"MO","AIAN",20200510,0,0,2020-05-10,20200503,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"MO","AIAN",20200517,0,0,2020-05-17,20200510,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"MO","AIAN",20200524,0,0,2020-05-24,20200517,0,0,0,0,0,0,0,0,0,NA,NA,NA
"MO","AIAN",20200531,0,0,2020-05-31,20200524,0,0,0,0,0,0,0,0,0,0,NA,NA
"MO","AIAN",20200607,0,0,2020-06-07,20200531,0,0,0,0,0,0,0,0,0,0,0,NA
"MO","AIAN",20200614,0,0,2020-06-14,20200607,0,0,0,0,0,0,0,0,0,0,0,0
"MO","AIAN",20200621,0,0,2020-06-21,20200614,0,0,0,0,0,0,0,0,0,0,0,0
"MO","AIAN",20200628,0,0,2020-06-28,20200621,0,0,0,0,0,0,0,0,0,0,0,0
"MO","AIAN",20200705,0,0,2020-07-05,20200628,0,0,0,0,0,0,0,0,0,0,0,0
"MO","AIAN",20200712,0,0,2020-07-12,20200705,0,0,0,0,0,0,0,0,0,0,0,0
"MO","AIAN",20200719,0,0,2020-07-19,20200712,0,0,0,0,0,0,0,0,0,0,0,0
"MO","AIAN",20200726,0,0,2020-07-26,20200719,0,0,0,0,0,0,0,0,0,0,0,0
"MO","AIAN",20200802,0,0,2020-08-02,20200726,0,0,0,0,0,0,0,0,0,0,0,0
"MO","AIAN",20200809,0,0,2020-08-09,20200802,0,0,0,0,0,0,0,0,0,0,0,0
"MO","AIAN",20200816,0,0,2020-08-16,20200809,0,0,0,0,0,0,0,0,0,0,0,0
"MO","AIAN",20200823,0,0,2020-08-23,20200816,0,0,0,0,0,0,0,0,0,0,0,0
"MO","AIAN",20200830,0,0,2020-08-30,20200823,0,0,0,0,0,0,0,0,0,0,0,0
"MO","AIAN",20200906,0,0,2020-09-06,20200830,0,0,0,0,0,0,0,0,0,0,0,0
"MO","AIAN",20200913,0,0,2020-09-13,20200906,0,0,0,0,0,0,0,0,0,0,0,0
"MO","AIAN",20200920,0,0,2020-09-20,20200913,0,0,0,0,0,0,0,0,0,0,0,0
"MO","AIAN",20200927,0,0,2020-09-27,20200920,0,0,0,0,0,0,0,0,0,0,0,0
"MO","AIAN",20201004,0,0,2020-10-04,20200927,0,0,0,0,0,0,0,0,0,0,0,0
"MO","AIAN",20201011,173,0,2020-10-11,20201004,0,0,173,0,0,0,0,0,0,0,0,0
"MO","AIAN",20201018,329,2,2020-10-18,20201011,173,0,156,2,173,0,0,0,0,0,0,0
"MO","AIAN",20201025,370,2,2020-10-25,20201018,329,2,41,0,156,173,0,0,0,0,0,0
"MO","AIAN",20201101,398,3,2020-11-01,20201025,370,2,28,1,41,156,173,0,0,0,0,0
"MO","AIAN",20201108,439,5,2020-11-08,20201101,398,3,41,2,28,41,156,173,0,0,0,0
"MO","AIAN",20201115,503,6,2020-11-15,20201108,439,5,64,1,41,28,41,156,173,0,0,0
"MO","AIAN",20201122,543,7.7,2020-11-22,20201115,503,6,40,1.7,64,41,28,41,156,173,0,0
"MO","AIAN",20201129,564,7.7,2020-11-29,20201122,543,7.7,21,0,40,64,41,28,41,156,173,0
"MO","AIAN",20201206,612,7.7,2020-12-06,20201129,564,7.7,48,0,21,40,64,41,28,41,156,173
"MO","AIAN",20201213,625,7.7,2020-12-13,20201206,612,7.7,13,0,48,21,40,64,41,28,41,156
"MO","AIAN",20201220,657,7.7,2020-12-20,20201213,625,7.7,32,0,13,48,21,40,64,41,28,41
"MO","AIAN",20201227,688,8,2020-12-27,20201220,657,7.7,31,0.3,32,13,48,21,40,64,41,28
"MO","AIAN",20210103,723,9.5,2021-01-03,20201227,688,8,35,1.5,31,32,13,48,21,40,64,41
"MO","AIAN",20210110,802.333333333333,9.5,2021-01-10,20210103,723,9.5,79.3333333333334,0,35,31,32,13,48,21,40,64
"MO","AIAN",20210117,802.333333333333,10,2021-01-17,20210110,802.333333333333,9.5,0,0.5,79.3333333333334,35,31,32,13,48,21,40
"MO","AIAN",20210124,854,10,2021-01-24,20210117,802.333333333333,10,51.6666666666666,0,0,79.3333333333334,35,31,32,13,48,21
"MO","AIAN",20210131,854.333333333333,11,2021-01-31,20210124,854,10,0.333333333333371,1,51.6666666666666,0,79.3333333333334,35,31,32,13,48
"MO","AIAN",20210207,886,11,2021-02-07,20210131,854.333333333333,11,31.6666666666666,0,0.333333333333371,51.6666666666666,0,79.3333333333334,35,31,32,13
"MO","AIAN",20210214,910,12,2021-02-14,20210207,886,11,24,1,31.6666666666666,0.333333333333371,51.6666666666666,0,79.3333333333334,35,31,32
"MO","AIAN",20210221,919,12,2021-02-21,20210214,910,12,9,0,24,31.6666666666666,0.333333333333371,51.6666666666666,0,79.3333333333334,35,31
"MO","AIAN",20210228,935,12,2021-02-28,20210221,919,12,16,0,9,24,31.6666666666666,0.333333333333371,51.6666666666666,0,79.3333333333334,35
"MO","AIAN",20210307,942,12,2021-03-07,20210228,935,12,7,0,16,9,24,31.6666666666666,0.333333333333371,51.6666666666666,0,79.3333333333334
"MO","Asian",20200419,1047,23.6666666666667,2020-04-19,20200412,1047,23.6666666666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"MO","Asian",20200426,1047,23.6666666666667,2020-04-26,20200419,1047,23.6666666666667,0,0,0,NA,NA,NA,NA,NA,NA,NA
"MO","Asian",20200503,1047,23.6666666666667,2020-05-03,20200426,1047,23.6666666666667,0,0,0,0,NA,NA,NA,NA,NA,NA
"MO","Asian",20200510,1047,23.6666666666667,2020-05-10,20200503,1047,23.6666666666667,0,0,0,0,0,NA,NA,NA,NA,NA
"MO","Asian",20200517,1047,23.6666666666667,2020-05-17,20200510,1047,23.6666666666667,0,0,0,0,0,0,NA,NA,NA,NA
"MO","Asian",20200524,1047,23.6666666666667,2020-05-24,20200517,1047,23.6666666666667,0,0,0,0,0,0,0,NA,NA,NA
"MO","Asian",20200531,1047,23.6666666666667,2020-05-31,20200524,1047,23.6666666666667,0,0,0,0,0,0,0,0,NA,NA
"MO","Asian",20200607,1047,23.6666666666667,2020-06-07,20200531,1047,23.6666666666667,0,0,0,0,0,0,0,0,0,NA
"MO","Asian",20200614,1047,23.6666666666667,2020-06-14,20200607,1047,23.6666666666667,0,0,0,0,0,0,0,0,0,0
"MO","Asian",20200621,1047,23.6666666666667,2020-06-21,20200614,1047,23.6666666666667,0,0,0,0,0,0,0,0,0,0
"MO","Asian",20200628,1047,23.6666666666667,2020-06-28,20200621,1047,23.6666666666667,0,0,0,0,0,0,0,0,0,0
"MO","Asian",20200705,1047,23.6666666666667,2020-07-05,20200628,1047,23.6666666666667,0,0,0,0,0,0,0,0,0,0
"MO","Asian",20200712,1047,23.6666666666667,2020-07-12,20200705,1047,23.6666666666667,0,0,0,0,0,0,0,0,0,0
"MO","Asian",20200719,1047,23.6666666666667,2020-07-19,20200712,1047,23.6666666666667,0,0,0,0,0,0,0,0,0,0
"MO","Asian",20200726,1047,23.6666666666667,2020-07-26,20200719,1047,23.6666666666667,0,0,0,0,0,0,0,0,0,0
"MO","Asian",20200802,1047,23.6666666666667,2020-08-02,20200726,1047,23.6666666666667,0,0,0,0,0,0,0,0,0,0
"MO","Asian",20200809,1047,23.6666666666667,2020-08-09,20200802,1047,23.6666666666667,0,0,0,0,0,0,0,0,0,0
"MO","Asian",20200816,1047,23.6666666666667,2020-08-16,20200809,1047,23.6666666666667,0,0,0,0,0,0,0,0,0,0
"MO","Asian",20200823,1047,23.6666666666667,2020-08-23,20200816,1047,23.6666666666667,0,0,0,0,0,0,0,0,0,0
"MO","Asian",20200830,1047,23.6666666666667,2020-08-30,20200823,1047,23.6666666666667,0,0,0,0,0,0,0,0,0,0
"MO","Asian",20200906,1047,23.6666666666667,2020-09-06,20200830,1047,23.6666666666667,0,0,0,0,0,0,0,0,0,0
"MO","Asian",20200913,1047,23.6666666666667,2020-09-13,20200906,1047,23.6666666666667,0,0,0,0,0,0,0,0,0,0
"MO","Asian",20200920,1047,23.6666666666667,2020-09-20,20200913,1047,23.6666666666667,0,0,0,0,0,0,0,0,0,0
"MO","Asian",20200927,1047,23.6666666666667,2020-09-27,20200920,1047,23.6666666666667,0,0,0,0,0,0,0,0,0,0
"MO","Asian",20201004,1059,23.6666666666667,2020-10-04,20200927,1047,23.6666666666667,12,0,0,0,0,0,0,0,0,0
"MO","Asian",20201011,1139,23.6666666666667,2020-10-11,20201004,1059,23.6666666666667,80,0,12,0,0,0,0,0,0,0
"MO","Asian",20201018,1316,23.6666666666667,2020-10-18,20201011,1139,23.6666666666667,177,0,80,12,0,0,0,0,0,0
"MO","Asian",20201025,1441,23.6666666666667,2020-10-25,20201018,1316,23.6666666666667,125,0,177,80,12,0,0,0,0,0
"MO","Asian",20201101,1538,23.6666666666667,2020-11-01,20201025,1441,23.6666666666667,97,0,125,177,80,12,0,0,0,0
"MO","Asian",20201108,1715,24.5,2020-11-08,20201101,1538,23.6666666666667,177,0.833333333333332,97,125,177,80,12,0,0,0
"MO","Asian",20201115,1916,25,2020-11-15,20201108,1715,24.5,201,0.5,177,97,125,177,80,12,0,0
"MO","Asian",20201122,2172,26,2020-11-22,20201115,1916,25,256,1,201,177,97,125,177,80,12,0
"MO","Asian",20201129,2338,26,2020-11-29,20201122,2172,26,166,0,256,201,177,97,125,177,80,12
"MO","Asian",20201206,2578,28,2020-12-06,20201129,2338,26,240,2,166,256,201,177,97,125,177,80
"MO","Asian",20201213,2829,30,2020-12-13,20201206,2578,28,251,2,240,166,256,201,177,97,125,177
"MO","Asian",20201220,2995,34,2020-12-20,20201213,2829,30,166,4,251,240,166,256,201,177,97,125
"MO","Asian",20201227,3171,37,2020-12-27,20201220,2995,34,176,3,166,251,240,166,256,201,177,97
"MO","Asian",20210103,3335,38,2021-01-03,20201227,3171,37,164,1,176,166,251,240,166,256,201,177
"MO","Asian",20210110,3598,41,2021-01-10,20210103,3335,38,263,3,164,176,166,251,240,166,256,201
"MO","Asian",20210117,3683,43,2021-01-17,20210110,3598,41,85,2,263,164,176,166,251,240,166,256
"MO","Asian",20210124,3804.25,49,2021-01-24,20210117,3683,43,121.25,6,85,263,164,176,166,251,240,166
"MO","Asian",20210131,3804.25,54,2021-01-31,20210124,3804.25,49,0,5,121.25,85,263,164,176,166,251,240
"MO","Asian",20210207,4098.5,58,2021-02-07,20210131,3804.25,54,294.25,4,0,121.25,85,263,164,176,166,251
"MO","Asian",20210214,4132,64,2021-02-14,20210207,4098.5,58,33.5,6,294.25,0,121.25,85,263,164,176,166
"MO","Asian",20210221,4198,66,2021-02-21,20210214,4132,64,66,2,33.5,294.25,0,121.25,85,263,164,176
"MO","Asian",20210228,4273,67,2021-02-28,20210221,4198,66,75,1,66,33.5,294.25,0,121.25,85,263,164
"MO","Asian",20210307,4317,67,2021-03-07,20210228,4273,67,44,0,75,66,33.5,294.25,0,121.25,85,263
"MO","Black",20200419,1643,51,2020-04-19,20200412,1123,28,520,23,NA,NA,NA,NA,NA,NA,NA,NA
"MO","Black",20200426,2099,82,2020-04-26,20200419,1643,51,456,31,520,NA,NA,NA,NA,NA,NA,NA
"MO","Black",20200503,2515,105,2020-05-03,20200426,2099,82,416,23,456,520,NA,NA,NA,NA,NA,NA
"MO","Black",20200510,3248,159,2020-05-10,20200503,2515,105,733,54,416,456,520,NA,NA,NA,NA,NA
"MO","Black",20200517,3560,196,2020-05-17,20200510,3248,159,312,37,733,416,456,520,NA,NA,NA,NA
"MO","Black",20200524,3860,250,2020-05-24,20200517,3560,196,300,54,312,733,416,456,520,NA,NA,NA
"MO","Black",20200531,4142,272,2020-05-31,20200524,3860,250,282,22,300,312,733,416,456,520,NA,NA
"MO","Black",20200607,4525,287,2020-06-07,20200531,4142,272,383,15,282,300,312,733,416,456,520,NA
"MO","Black",20200614,4803,308,2020-06-14,20200607,4525,287,278,21,383,282,300,312,733,416,456,520
"MO","Black",20200621,5283,339,2020-06-21,20200614,4803,308,480,31,278,383,282,300,312,733,416,456
"MO","Black",20200628,5769,351,2020-06-28,20200621,5283,339,486,12,480,278,383,282,300,312,733,416
"MO","Black",20200705,6325,362,2020-07-05,20200628,5769,351,556,11,486,480,278,383,282,300,312,733
"MO","Black",20200712,6995,369,2020-07-12,20200705,6325,362,670,7,556,486,480,278,383,282,300,312
"MO","Black",20200719,7705,383,2020-07-19,20200712,6995,369,710,14,670,556,486,480,278,383,282,300
"MO","Black",20200726,9224,396,2020-07-26,20200719,7705,383,1519,13,710,670,556,486,480,278,383,282
"MO","Black",20200802,10886,413,2020-08-02,20200726,9224,396,1662,17,1519,710,670,556,486,480,278,383
"MO","Black",20200809,11785,427,2020-08-09,20200802,10886,413,899,14,1662,1519,710,670,556,486,480,278
"MO","Black",20200816,11801.0769230769,437,2020-08-16,20200809,11785,427,16.0769230769238,10,899,1662,1519,710,670,556,486,480
"MO","Black",20200823,11801.0769230769,452,2020-08-23,20200816,11801.0769230769,437,0,15,16.0769230769238,899,1662,1519,710,670,556,486
"MO","Black",20200830,11801.0769230769,459,2020-08-30,20200823,11801.0769230769,452,0,7,0,16.0769230769238,899,1662,1519,710,670,556
"MO","Black",20200906,11801.0769230769,474,2020-09-06,20200830,11801.0769230769,459,0,15,0,0,16.0769230769238,899,1662,1519,710,670
"MO","Black",20200913,11801.0769230769,474,2020-09-13,20200906,11801.0769230769,474,0,0,0,0,0,16.0769230769238,899,1662,1519,710
"MO","Black",20200920,11801.0769230769,475,2020-09-20,20200913,11801.0769230769,474,0,1,0,0,0,0,16.0769230769238,899,1662,1519
"MO","Black",20200927,12341,497,2020-09-27,20200920,11801.0769230769,475,539.923076923076,22,0,0,0,0,0,16.0769230769238,899,1662
"MO","Black",20201004,17094,518.727272727273,2020-10-04,20200927,12341,497,4753,21.7272727272727,539.923076923076,0,0,0,0,0,16.0769230769238,899
"MO","Black",20201011,17567,518.727272727273,2020-10-11,20201004,17094,518.727272727273,473,0,4753,539.923076923076,0,0,0,0,0,16.0769230769238
"MO","Black",20201018,18678,518.727272727273,2020-10-18,20201011,17567,518.727272727273,1111,0,473,4753,539.923076923076,0,0,0,0,0
"MO","Black",20201025,19967,518.727272727273,2020-10-25,20201018,18678,518.727272727273,1289,0,1111,473,4753,539.923076923076,0,0,0,0
"MO","Black",20201101,20984,518.727272727273,2020-11-01,20201025,19967,518.727272727273,1017,0,1289,1111,473,4753,539.923076923076,0,0,0
"MO","Black",20201108,22823,599,2020-11-08,20201101,20984,518.727272727273,1839,80.2727272727273,1017,1289,1111,473,4753,539.923076923076,0,0
"MO","Black",20201115,24616,605,2020-11-15,20201108,22823,599,1793,6,1839,1017,1289,1111,473,4753,539.923076923076,0
"MO","Black",20201122,26474,608,2020-11-22,20201115,24616,605,1858,3,1793,1839,1017,1289,1111,473,4753,539.923076923076
"MO","Black",20201129,27936,627,2020-11-29,20201122,26474,608,1462,19,1858,1793,1839,1017,1289,1111,473,4753
"MO","Black",20201206,29651,651,2020-12-06,20201129,27936,627,1715,24,1462,1858,1793,1839,1017,1289,1111,473
"MO","Black",20201213,31226,666,2020-12-13,20201206,29651,651,1575,15,1715,1462,1858,1793,1839,1017,1289,1111
"MO","Black",20201220,32830,683,2020-12-20,20201213,31226,666,1604,17,1575,1715,1462,1858,1793,1839,1017,1289
"MO","Black",20201227,34045,692,2020-12-27,20201220,32830,683,1215,9,1604,1575,1715,1462,1858,1793,1839,1017
"MO","Black",20210103,40241,704,2021-01-03,20201227,34045,692,6196,12,1215,1604,1575,1715,1462,1858,1793,1839
"MO","Black",20210110,40241,726,2021-01-10,20210103,40241,704,0,22,6196,1215,1604,1575,1715,1462,1858,1793
"MO","Black",20210117,40241,748,2021-01-17,20210110,40241,726,0,22,0,6196,1215,1604,1575,1715,1462,1858
