"Date","State","Race","Cases","Deaths","DateAsDate"
20200412,"AK","AIAN",13,2,2020-04-12
20200419,"AK","AIAN",14,2,2020-04-19
20200426,"AK","AIAN",18,2,2020-04-26
20200503,"AK","AIAN",22,2,2020-05-03
20200510,"AK","AIAN",24,2,2020-05-10
20200517,"AK","AIAN",29,2,2020-05-17
20200524,"AK","AIAN",33,2,2020-05-24
20200531,"AK","AIAN",41,2,2020-05-31
20200607,"AK","AIAN",59,2,2020-06-07
20200614,"AK","AIAN",71,2,2020-06-14
20200621,"AK","AIAN",83,2,2020-06-21
20200628,"AK","AIAN",101,2,2020-06-28
20200705,"AK","AIAN",131,3,2020-07-05
20200712,"AK","AIAN",177,3,2020-07-12
20200719,"AK","AIAN",247,4,2020-07-19
20200726,"AK","AIAN",318,5,2020-07-26
20200802,"AK","AIAN",414,8,2020-08-02
20200809,"AK","AIAN",488,9,2020-08-09
20200816,"AK","AIAN",597,10,2020-08-16
20200823,"AK","AIAN",696,10,2020-08-23
20200830,"AK","AIAN",816,13,2020-08-30
20200906,"AK","AIAN",947,14,2020-09-06
20200913,"AK","AIAN",1076,16,2020-09-13
20200920,"AK","AIAN",1214,16,2020-09-20
20200927,"AK","AIAN",1475,19,2020-09-27
20201004,"AK","AIAN",1882,21,2020-10-04
20201011,"AK","AIAN",2218,21,2020-10-11
20201018,"AK","AIAN",2519,24,2020-10-18
20201025,"AK","AIAN",3071,24,2020-10-25
20201101,"AK","AIAN",3555,27,2020-11-01
20201108,"AK","AIAN",4293,27,2020-11-08
20201115,"AK","AIAN",5029,31,2020-11-15
20201122,"AK","AIAN",5929,31,2020-11-22
20201129,"AK","AIAN",6733,44,2020-11-29
20201206,"AK","AIAN",7323,54,2020-12-06
20201213,"AK","AIAN",8025,65,2020-12-13
20201220,"AK","AIAN",8645,67,2020-12-20
20201227,"AK","AIAN",8969,74,2020-12-27
20210103,"AK","AIAN",9623,76,2021-01-03
20210110,"AK","AIAN",10238,83,2021-01-10
20210117,"AK","AIAN",10754,90,2021-01-17
20210124,"AK","AIAN",11160,97,2021-01-24
20210131,"AK","AIAN",11460,99,2021-01-31
20210207,"AK","AIAN",11627,103,2021-02-07
20210214,"AK","AIAN",11837,103,2021-02-14
20210221,"AK","AIAN",11990,104,2021-02-21
20210228,"AK","AIAN",12117,104,2021-02-28
20210307,"AK","AIAN",12238,111,2021-03-07
20200412,"AK","Asian",25,2,2020-04-12
20200419,"AK","Asian",33,2,2020-04-19
20200426,"AK","Asian",41,2,2020-04-26
20200503,"AK","Asian",44,2,2020-05-03
20200510,"AK","Asian",45,2,2020-05-10
20200517,"AK","Asian",45,2,2020-05-17
20200524,"AK","Asian",46,2,2020-05-24
20200531,"AK","Asian",46,2,2020-05-31
20200607,"AK","Asian",52,2,2020-06-07
20200614,"AK","Asian",58,2,2020-06-14
20200621,"AK","Asian",58,2,2020-06-21
20200628,"AK","Asian",60,2,2020-06-28
20200705,"AK","Asian",60,2,2020-07-05
20200712,"AK","Asian",63,2,2020-07-12
20200719,"AK","Asian",67,2,2020-07-19
20200726,"AK","Asian",79,2,2020-07-26
20200802,"AK","Asian",94,2,2020-08-02
20200809,"AK","Asian",103,2,2020-08-09
20200816,"AK","Asian",113,2,2020-08-16
20200823,"AK","Asian",135,2,2020-08-23
20200830,"AK","Asian",145,3,2020-08-30
20200906,"AK","Asian",155,3,2020-09-06
20200913,"AK","Asian",166,3,2020-09-13
20200920,"AK","Asian",177,3,2020-09-20
20200927,"AK","Asian",249,4,2020-09-27
20201004,"AK","Asian",411,4,2020-10-04
20201011,"AK","Asian",467,5,2020-10-11
20201018,"AK","Asian",548,7,2020-10-18
20201025,"AK","Asian",627,7,2020-10-25
20201101,"AK","Asian",680,8,2020-11-01
20201108,"AK","Asian",741,8,2020-11-08
20201115,"AK","Asian",823,8,2020-11-15
20201122,"AK","Asian",1129,8,2020-11-22
20201129,"AK","Asian",1212,9,2020-11-29
20201206,"AK","Asian",1353,13,2020-12-06
20201213,"AK","Asian",1539,18,2020-12-13
20201220,"AK","Asian",1771,19,2020-12-20
20201227,"AK","Asian",1846,19,2020-12-27
20210103,"AK","Asian",1887,20,2021-01-03
20210110,"AK","Asian",2014,20,2021-01-10
20210117,"AK","Asian",2060,23,2021-01-17
20210124,"AK","Asian",2104,27,2021-01-24
20210131,"AK","Asian",2148,27,2021-01-31
20210207,"AK","Asian",2195,29,2021-02-07
20210214,"AK","Asian",2249,29,2021-02-14
20210221,"AK","Asian",2331,29,2021-02-21
20210228,"AK","Asian",2396,29,2021-02-28
20210307,"AK","Asian",2447,29,2021-03-07
20200412,"AK","Black",4,0,2020-04-12
20200419,"AK","Black",7,0,2020-04-19
20200426,"AK","Black",7,0,2020-04-26
20200503,"AK","Black",8,0,2020-05-03
20200510,"AK","Black",9,0,2020-05-10
20200517,"AK","Black",9,0,2020-05-17
20200524,"AK","Black",10,0,2020-05-24
20200531,"AK","Black",13,0,2020-05-31
20200607,"AK","Black",15,0,2020-06-07
20200614,"AK","Black",17,0,2020-06-14
20200621,"AK","Black",19,0,2020-06-21
20200628,"AK","Black",23,0,2020-06-28
20200705,"AK","Black",25,0,2020-07-05
20200712,"AK","Black",35,0,2020-07-12
20200719,"AK","Black",45,0,2020-07-19
20200726,"AK","Black",70,0,2020-07-26
20200802,"AK","Black",93,0,2020-08-02
20200809,"AK","Black",117,0,2020-08-09
20200816,"AK","Black",148,0,2020-08-16
20200823,"AK","Black",194,0,2020-08-23
20200830,"AK","Black",209,0,2020-08-30
20200906,"AK","Black",227,0,2020-09-06
20200913,"AK","Black",245,0,2020-09-13
20200920,"AK","Black",264,1,2020-09-20
20200927,"AK","Black",337,2,2020-09-27
20201004,"AK","Black",422,2,2020-10-04
20201011,"AK","Black",454,2,2020-10-11
20201018,"AK","Black",493,3,2020-10-18
20201025,"AK","Black",532,3,2020-10-25
20201101,"AK","Black",574,3,2020-11-01
20201108,"AK","Black",618,3,2020-11-08
20201115,"AK","Black",697,4,2020-11-15
20201122,"AK","Black",908,4,2020-11-22
20201129,"AK","Black",957,5,2020-11-29
20201206,"AK","Black",1004,6,2020-12-06
20201213,"AK","Black",1091,7,2020-12-13
20201220,"AK","Black",1202,7,2020-12-20
20201227,"AK","Black",1241,8,2020-12-27
20210103,"AK","Black",6083,9,2021-01-03
20210110,"AK","Black",1335,9,2021-01-10
20210117,"AK","Black",1362,9,2021-01-17
20210124,"AK","Black",1380,9,2021-01-24
20210131,"AK","Black",1402,9,2021-01-31
20210207,"AK","Black",1430,9,2021-02-07
20210214,"AK","Black",1452,9,2021-02-14
20210221,"AK","Black",1470,9,2021-02-21
20210228,"AK","Black",1481,9,2021-02-28
20210307,"AK","Black",1499,9,2021-03-07
20200412,"AK","Latinx",NA,NA,2020-04-12
20200419,"AK","Latinx",NA,NA,2020-04-19
20200426,"AK","Latinx",NA,NA,2020-04-26
20200503,"AK","Latinx",NA,NA,2020-05-03
20200510,"AK","Latinx",NA,NA,2020-05-10
20200517,"AK","Latinx",NA,NA,2020-05-17
20200524,"AK","Latinx",NA,NA,2020-05-24
20200531,"AK","Latinx",NA,NA,2020-05-31
20200607,"AK","Latinx",NA,NA,2020-06-07
20200614,"AK","Latinx",NA,NA,2020-06-14
20200621,"AK","Latinx",NA,NA,2020-06-21
20200628,"AK","Latinx",NA,NA,2020-06-28
20200705,"AK","Latinx",NA,NA,2020-07-05
20200712,"AK","Latinx",NA,NA,2020-07-12
20200719,"AK","Latinx",NA,NA,2020-07-19
20200726,"AK","Latinx",NA,NA,2020-07-26
20200802,"AK","Latinx",NA,NA,2020-08-02
20200809,"AK","Latinx",NA,NA,2020-08-09
20200816,"AK","Latinx",NA,NA,2020-08-16
20200823,"AK","Latinx",NA,NA,2020-08-23
20200830,"AK","Latinx",NA,NA,2020-08-30
20200906,"AK","Latinx",NA,NA,2020-09-06
20200913,"AK","Latinx",NA,NA,2020-09-13
20200920,"AK","Latinx",NA,NA,2020-09-20
20200927,"AK","Latinx",NA,NA,2020-09-27
20201004,"AK","Latinx",NA,NA,2020-10-04
20201011,"AK","Latinx",NA,NA,2020-10-11
20201018,"AK","Latinx",NA,NA,2020-10-18
20201025,"AK","Latinx",NA,NA,2020-10-25
20201101,"AK","Latinx",NA,NA,2020-11-01
20201108,"AK","Latinx",NA,NA,2020-11-08
20201115,"AK","Latinx",NA,NA,2020-11-15
20201122,"AK","Latinx",NA,NA,2020-11-22
20201129,"AK","Latinx",NA,NA,2020-11-29
20201206,"AK","Latinx",NA,NA,2020-12-06
20201213,"AK","Latinx",NA,NA,2020-12-13
20201220,"AK","Latinx",NA,NA,2020-12-20
20201227,"AK","Latinx",NA,NA,2020-12-27
20210103,"AK","Latinx",NA,NA,2021-01-03
20210110,"AK","Latinx",NA,NA,2021-01-10
20210117,"AK","Latinx",NA,NA,2021-01-17
20210124,"AK","Latinx",NA,NA,2021-01-24
20210131,"AK","Latinx",NA,NA,2021-01-31
20210207,"AK","Latinx",NA,NA,2021-02-07
20210214,"AK","Latinx",NA,NA,2021-02-14
20210221,"AK","Latinx",NA,NA,2021-02-21
20210228,"AK","Latinx",NA,NA,2021-02-28
20210307,"AK","Latinx",NA,NA,2021-03-07
20200412,"AK","Multiracial",6,0,2020-04-12
20200419,"AK","Multiracial",10,0,2020-04-19
20200426,"AK","Multiracial",0,0,2020-04-26
20200503,"AK","Multiracial",11,0,2020-05-03
20200510,"AK","Multiracial",12,0,2020-05-10
20200517,"AK","Multiracial",15,0,2020-05-17
20200524,"AK","Multiracial",15,0,2020-05-24
20200531,"AK","Multiracial",16,0,2020-05-31
20200607,"AK","Multiracial",21,0,2020-06-07
20200614,"AK","Multiracial",24,0,2020-06-14
20200621,"AK","Multiracial",26,0,2020-06-21
20200628,"AK","Multiracial",32,0,2020-06-28
20200705,"AK","Multiracial",36,0,2020-07-05
20200712,"AK","Multiracial",43,0,2020-07-12
20200719,"AK","Multiracial",53,0,2020-07-19
20200726,"AK","Multiracial",56,0,2020-07-26
20200802,"AK","Multiracial",92,0,2020-08-02
20200809,"AK","Multiracial",107,0,2020-08-09
20200816,"AK","Multiracial",124,0,2020-08-16
20200823,"AK","Multiracial",152,0,2020-08-23
20200830,"AK","Multiracial",171,0,2020-08-30
20200906,"AK","Multiracial",192,0,2020-09-06
20200913,"AK","Multiracial",216,0,2020-09-13
20200920,"AK","Multiracial",248,0,2020-09-20
20200927,"AK","Multiracial",335,0,2020-09-27
20201004,"AK","Multiracial",370,0,2020-10-04
20201011,"AK","Multiracial",422,0,2020-10-11
20201018,"AK","Multiracial",522,0,2020-10-18
20201025,"AK","Multiracial",662,0,2020-10-25
20201101,"AK","Multiracial",833,2,2020-11-01
20201108,"AK","Multiracial",1051,3,2020-11-08
20201115,"AK","Multiracial",1301,4,2020-11-15
20201122,"AK","Multiracial",1661,4,2020-11-22
20201129,"AK","Multiracial",2017,3,2020-11-29
20201206,"AK","Multiracial",2605,6,2020-12-06
20201213,"AK","Multiracial",2993,6,2020-12-13
20201220,"AK","Multiracial",3437,6,2020-12-20
20201227,"AK","Multiracial",3550,5,2020-12-27
20210103,"AK","Multiracial",3762,7,2021-01-03
20210110,"AK","Multiracial",3943,7,2021-01-10
20210117,"AK","Multiracial",4021,2,2021-01-17
20210124,"AK","Multiracial",4094,2,2021-01-24
20210131,"AK","Multiracial",4161,3,2021-01-31
20210207,"AK","Multiracial",4215,4,2021-02-07
20210214,"AK","Multiracial",4323,4,2021-02-14
20210221,"AK","Multiracial",4370,4,2021-02-21
20210228,"AK","Multiracial",4403,4,2021-02-28
20210307,"AK","Multiracial",4453,4,2021-03-07
20200412,"AK","NHPI",3,1,2020-04-12
20200419,"AK","NHPI",4,1,2020-04-19
20200426,"AK","NHPI",6,1,2020-04-26
20200503,"AK","NHPI",10,1,2020-05-03
20200510,"AK","NHPI",13,1,2020-05-10
20200517,"AK","NHPI",13,1,2020-05-17
20200524,"AK","NHPI",14,1,2020-05-24
20200531,"AK","NHPI",15,1,2020-05-31
20200607,"AK","NHPI",16,1,2020-06-07
20200614,"AK","NHPI",17,1,2020-06-14
20200621,"AK","NHPI",18,1,2020-06-21
20200628,"AK","NHPI",25,1,2020-06-28
20200705,"AK","NHPI",29,1,2020-07-05
20200712,"AK","NHPI",39,1,2020-07-12
20200719,"AK","NHPI",66,1,2020-07-19
20200726,"AK","NHPI",92,1,2020-07-26
20200802,"AK","NHPI",128,3,2020-08-02
20200809,"AK","NHPI",149,4,2020-08-09
20200816,"AK","NHPI",177,4,2020-08-16
20200823,"AK","NHPI",201,4,2020-08-23
20200830,"AK","NHPI",219,5,2020-08-30
20200906,"AK","NHPI",234,5,2020-09-06
20200913,"AK","NHPI",242,5,2020-09-13
20200920,"AK","NHPI",264,5,2020-09-20
20200927,"AK","NHPI",324,7,2020-09-27
20201004,"AK","NHPI",446,7,2020-10-04
20201011,"AK","NHPI",489,7,2020-10-11
20201018,"AK","NHPI",526,7,2020-10-18
20201025,"AK","NHPI",579,7,2020-10-25
20201101,"AK","NHPI",623,7,2020-11-01
20201108,"AK","NHPI",668,7,2020-11-08
20201115,"AK","NHPI",727,9,2020-11-15
20201122,"AK","NHPI",948,9,2020-11-22
20201129,"AK","NHPI",1019,9,2020-11-29
20201206,"AK","NHPI",1083,9,2020-12-06
20201213,"AK","NHPI",1141,11,2020-12-13
20201220,"AK","NHPI",1258,11,2020-12-20
20201227,"AK","NHPI",1302,11,2020-12-27
20210103,"AK","NHPI",1322,13,2021-01-03
20210110,"AK","NHPI",1397,15,2021-01-10
20210117,"AK","NHPI",1410,16,2021-01-17
20210124,"AK","NHPI",1430,16,2021-01-24
20210131,"AK","NHPI",1437,16,2021-01-31
20210207,"AK","NHPI",1444,16,2021-02-07
20210214,"AK","NHPI",1467,16,2021-02-14
20210221,"AK","NHPI",1479,16,2021-02-21
20210228,"AK","NHPI",1493,16,2021-02-28
20210307,"AK","NHPI",1508,17,2021-03-07
20200412,"AK","Other",3,0,2020-04-12
20200419,"AK","Other",5,0,2020-04-19
20200426,"AK","Other",9,0,2020-04-26
20200503,"AK","Other",9,0,2020-05-03
20200510,"AK","Other",10,0,2020-05-10
20200517,"AK","Other",12,0,2020-05-17
20200524,"AK","Other",12,0,2020-05-24
20200531,"AK","Other",12,0,2020-05-31
20200607,"AK","Other",12,0,2020-06-07
20200614,"AK","Other",15,0,2020-06-14
20200621,"AK","Other",16,0,2020-06-21
20200628,"AK","Other",17,0,2020-06-28
20200705,"AK","Other",22,0,2020-07-05
20200712,"AK","Other",30,0,2020-07-12
20200719,"AK","Other",38,0,2020-07-19
20200726,"AK","Other",43,0,2020-07-26
20200802,"AK","Other",64,0,2020-08-02
20200809,"AK","Other",91,0,2020-08-09
20200816,"AK","Other",111,0,2020-08-16
20200823,"AK","Other",164,0,2020-08-23
20200830,"AK","Other",181,0,2020-08-30
20200906,"AK","Other",201,0,2020-09-06
20200913,"AK","Other",218,0,2020-09-13
20200920,"AK","Other",239,0,2020-09-20
20200927,"AK","Other",291,0,2020-09-27
20201004,"AK","Other",352,0,2020-10-04
20201011,"AK","Other",404,0,2020-10-11
20201018,"AK","Other",452,0,2020-10-18
20201025,"AK","Other",531,0,2020-10-25
20201101,"AK","Other",778,1,2020-11-01
20201108,"AK","Other",1085,1,2020-11-08
20201115,"AK","Other",1479,2,2020-11-15
20201122,"AK","Other",2006,2,2020-11-22
20201129,"AK","Other",2926,2,2020-11-29
20201206,"AK","Other",4477,3,2020-12-06
20201213,"AK","Other",5062,3,2020-12-13
20201220,"AK","Other",5577,3,2020-12-20
20201227,"AK","Other",5863,3,2020-12-27
20210103,"AK","Other",6083,3,2021-01-03
20210110,"AK","Other",6371,4,2021-01-10
20210117,"AK","Other",6514,0,2021-01-17
20210124,"AK","Other",6617,0,2021-01-24
20210131,"AK","Other",6688,0,2021-01-31
20210207,"AK","Other",6746,1,2021-02-07
20210214,"AK","Other",6855,1,2021-02-14
20210221,"AK","Other",6962,1,2021-02-21
20210228,"AK","Other",7033,1,2021-02-28
20210307,"AK","Other",7130,1,2021-03-07
20200412,"AK","Unknown",106,2,2020-04-12
20200419,"AK","Unknown",79,2,2020-04-19
20200426,"AK","Unknown",70,0,2020-04-26
20200503,"AK","Unknown",48,0,2020-05-03
20200510,"AK","Unknown",28,0,2020-05-10
20200517,"AK","Unknown",16,0,2020-05-17
20200524,"AK","Unknown",15,10,2020-05-24
20200531,"AK","Unknown",43,0,2020-05-31
20200607,"AK","Unknown",42,0,2020-06-07
20200614,"AK","Unknown",81,0,2020-06-14
20200621,"AK","Unknown",105,0,2020-06-21
20200628,"AK","Unknown",136,0,2020-06-28
20200705,"AK","Unknown",294,0,2020-07-05
20200712,"AK","Unknown",459,0,2020-07-12
20200719,"AK","Unknown",632,0,2020-07-19
20200726,"AK","Unknown",1056,1,2020-07-26
20200802,"AK","Unknown",1494,0,2020-08-02
20200809,"AK","Unknown",2430,0,2020-08-09
20200816,"AK","Unknown",2735,0,2020-08-16
20200823,"AK","Unknown",2681,3,2020-08-23
20200830,"AK","Unknown",2920,1,2020-08-30
20200906,"AK","Unknown",3178,2,2020-09-06
20200913,"AK","Unknown",3412,2,2020-09-13
20200920,"AK","Unknown",3648,2,2020-09-20
20200927,"AK","Unknown",3135,1,2020-09-27
20201004,"AK","Unknown",2295,1,2020-10-04
20201011,"AK","Unknown",2642,1,2020-10-11
20201018,"AK","Unknown",2884,1,2020-10-18
20201025,"AK","Unknown",3515,2,2020-10-25
20201101,"AK","Unknown",4599,4,2020-11-01
20201108,"AK","Unknown",5715,4,2020-11-08
20201115,"AK","Unknown",7177,8,2020-11-15
20201122,"AK","Unknown",5814,8,2020-11-22
20201129,"AK","Unknown",6990,9,2020-11-29
20201206,"AK","Unknown",8121,2,2020-12-06
20201213,"AK","Unknown",9242,5,2020-12-13
20201220,"AK","Unknown",8003,5,2020-12-20
20201227,"AK","Unknown",8536,7,2020-12-27
20210103,"AK","Unknown",9304,7,2021-01-03
20210110,"AK","Unknown",8877,3,2021-01-10
20210117,"AK","Unknown",9385,2,2021-01-17
20210124,"AK","Unknown",9785,3,2021-01-24
20210131,"AK","Unknown",10083,3,2021-01-31
20210207,"AK","Unknown",10419,3,2021-02-07
20210214,"AK","Unknown",10797,3,2021-02-14
20210221,"AK","Unknown",11090,5,2021-02-21
20210228,"AK","Unknown",11379,5,2021-02-28
20210307,"AK","Unknown",11757,7,2021-03-07
20200412,"AK","White",133,2,2020-04-12
20200419,"AK","White",167,2,2020-04-19
20200426,"AK","White",190,4,2020-04-26
20200503,"AK","White",216,4,2020-05-03
20200510,"AK","White",238,4,2020-05-10
20200517,"AK","White",257,4,2020-05-17
20200524,"AK","White",263,4,2020-05-24
20200531,"AK","White",274,5,2020-05-31
20200607,"AK","White",327,5,2020-06-07
20200614,"AK","White",378,7,2020-06-14
20200621,"AK","White",430,7,2020-06-21
20200628,"AK","White",489,9,2020-06-28
20200705,"AK","White",541,10,2020-07-05
20200712,"AK","White",633,11,2020-07-12
20200719,"AK","White",726,11,2020-07-19
20200726,"AK","White",810,11,2020-07-26
20200802,"AK","White",901,11,2020-08-02
20200809,"AK","White",988,11,2020-08-09
20200816,"AK","White",1055,12,2020-08-16
20200823,"AK","White",1335,13,2020-08-23
20200830,"AK","White",1425,15,2020-08-30
20200906,"AK","White",1522,18,2020-09-06
20200913,"AK","White",1618,18,2020-09-13
20200920,"AK","White",1713,18,2020-09-20
20200927,"AK","White",2285,23,2020-09-27
20201004,"AK","White",3198,23,2020-10-04
20201011,"AK","White",3590,24,2020-10-11
20201018,"AK","White",4072,25,2020-10-18
20201025,"AK","White",4547,25,2020-10-25
20201101,"AK","White",5063,31,2020-11-01
20201108,"AK","White",5655,31,2020-11-08
20201115,"AK","White",6581,32,2020-11-15
20201122,"AK","White",9378,37,2020-11-22
20201129,"AK","White",10211,40,2020-11-29
20201206,"AK","White",11070,50,2020-12-06
20201213,"AK","White",12050,61,2020-12-13
20201220,"AK","White",13978,66,2020-12-20
20201227,"AK","White",14474,73,2020-12-27
20210103,"AK","White",14842,80,2021-01-03
20210110,"AK","White",16043,83,2021-01-10
20210117,"AK","White",16432,87,2021-01-17
20210124,"AK","White",16745,105,2021-01-24
20210131,"AK","White",16972,105,2021-01-31
20210207,"AK","White",17183,114,2021-02-07
20210214,"AK","White",17430,117,2021-02-14
20210221,"AK","White",17713,121,2021-02-21
20210228,"AK","White",17991,122,2021-02-28
20210307,"AK","White",18300,127,2021-03-07
20200412,"AL","AIAN",NA,NA,2020-04-12
20200419,"AL","AIAN",NA,NA,2020-04-19
20200426,"AL","AIAN",NA,NA,2020-04-26
20200503,"AL","AIAN",NA,NA,2020-05-03
20200510,"AL","AIAN",NA,NA,2020-05-10
20200517,"AL","AIAN",NA,NA,2020-05-17
20200524,"AL","AIAN",NA,NA,2020-05-24
20200531,"AL","AIAN",NA,NA,2020-05-31
20200607,"AL","AIAN",NA,NA,2020-06-07
20200614,"AL","AIAN",NA,NA,2020-06-14
20200621,"AL","AIAN",NA,NA,2020-06-21
20200628,"AL","AIAN",NA,NA,2020-06-28
20200705,"AL","AIAN",NA,NA,2020-07-05
20200712,"AL","AIAN",NA,NA,2020-07-12
20200719,"AL","AIAN",NA,NA,2020-07-19
20200726,"AL","AIAN",NA,NA,2020-07-26
20200802,"AL","AIAN",NA,NA,2020-08-02
20200809,"AL","AIAN",NA,NA,2020-08-09
20200816,"AL","AIAN",NA,NA,2020-08-16
20200823,"AL","AIAN",NA,NA,2020-08-23
20200830,"AL","AIAN",NA,NA,2020-08-30
20200906,"AL","AIAN",NA,NA,2020-09-06
20200913,"AL","AIAN",NA,NA,2020-09-13
20200920,"AL","AIAN",NA,NA,2020-09-20
20200927,"AL","AIAN",NA,NA,2020-09-27
20201004,"AL","AIAN",NA,NA,2020-10-04
20201011,"AL","AIAN",NA,NA,2020-10-11
20201018,"AL","AIAN",NA,NA,2020-10-18
20201025,"AL","AIAN",NA,NA,2020-10-25
20201101,"AL","AIAN",NA,NA,2020-11-01
20201108,"AL","AIAN",NA,NA,2020-11-08
20201115,"AL","AIAN",NA,NA,2020-11-15
20201122,"AL","AIAN",NA,NA,2020-11-22
20201129,"AL","AIAN",NA,NA,2020-11-29
20201206,"AL","AIAN",NA,NA,2020-12-06
20201213,"AL","AIAN",NA,NA,2020-12-13
20201220,"AL","AIAN",NA,NA,2020-12-20
20201227,"AL","AIAN",NA,NA,2020-12-27
20210103,"AL","AIAN",NA,NA,2021-01-03
20210110,"AL","AIAN",NA,NA,2021-01-10
20210117,"AL","AIAN",NA,NA,2021-01-17
20210124,"AL","AIAN",NA,NA,2021-01-24
20210131,"AL","AIAN",NA,NA,2021-01-31
20210207,"AL","AIAN",NA,NA,2021-02-07
20210214,"AL","AIAN",NA,NA,2021-02-14
20210221,"AL","AIAN",NA,NA,2021-02-21
20210228,"AL","AIAN",NA,NA,2021-02-28
20210307,"AL","AIAN",NA,NA,2021-03-07
20200412,"AL","Asian",37,3,2020-04-12
20200419,"AL","Asian",45,5,2020-04-19
20200426,"AL","Asian",50,3,2020-04-26
20200503,"AL","Asian",56,2,2020-05-03
20200510,"AL","Asian",61,3,2020-05-10
20200517,"AL","Asian",70,3,2020-05-17
20200524,"AL","Asian",79,3,2020-05-24
20200531,"AL","Asian",86,3,2020-05-31
20200607,"AL","Asian",96,5,2020-06-07
20200614,"AL","Asian",113,5,2020-06-14
20200621,"AL","Asian",118,5,2020-06-21
20200628,"AL","Asian",150,4,2020-06-28
20200705,"AL","Asian",182,4,2020-07-05
20200712,"AL","Asian",216,4,2020-07-12
20200719,"AL","Asian",256,4,2020-07-19
20200726,"AL","Asian",286,4,2020-07-26
20200802,"AL","Asian",337,4,2020-08-02
20200809,"AL","Asian",371,4,2020-08-09
20200816,"AL","Asian",383,4,2020-08-16
20200823,"AL","Asian",429,5,2020-08-23
20200830,"AL","Asian",454,6,2020-08-30
20200906,"AL","Asian",483,7,2020-09-06
20200913,"AL","Asian",503,8,2020-09-13
20200920,"AL","Asian",509,8,2020-09-20
20200927,"AL","Asian",528,8,2020-09-27
20201004,"AL","Asian",561,7,2020-10-04
20201011,"AL","Asian",567,7,2020-10-11
20201018,"AL","Asian",575,7,2020-10-18
20201025,"AL","Asian",600,8,2020-10-25
20201101,"AL","Asian",628,9,2020-11-01
20201108,"AL","Asian",657,9,2020-11-08
20201115,"AL","Asian",696,11,2020-11-15
20201122,"AL","Asian",727,12,2020-11-22
20201129,"AL","Asian",804,12,2020-11-29
20201206,"AL","Asian",852,12,2020-12-06
20201213,"AL","Asian",1044,14,2020-12-13
20201220,"AL","Asian",1208,14,2020-12-20
20201227,"AL","Asian",1317,15,2020-12-27
20210103,"AL","Asian",1499,15,2021-01-03
20210110,"AL","Asian",1639,16,2021-01-10
20210117,"AL","Asian",1747,16,2021-01-17
20210124,"AL","Asian",1887,17,2021-01-24
20210131,"AL","Asian",1993,18,2021-01-31
20210207,"AL","Asian",2077,19,2021-02-07
20210214,"AL","Asian",2160,22,2021-02-14
20210221,"AL","Asian",2172,22,2021-02-21
20210228,"AL","Asian",2237,24,2021-02-28
20210307,"AL","Asian",2273,24,2021-03-07
20200412,"AL","Black",1279,43,2020-04-12
20200419,"AL","Black",1831,85,2020-04-19
20200426,"AL","Black",2411,98,2020-04-26
20200503,"AL","Black",3002,129,2020-05-03
20200510,"AL","Black",3789,178,2020-05-10
20200517,"AL","Black",4607,215,2020-05-17
20200524,"AL","Black",5972,239,2020-05-24
20200531,"AL","Black",7534,278,2020-05-31
20200607,"AL","Black",8524,304,2020-06-07
20200614,"AL","Black",10497,350,2020-06-14
20200621,"AL","Black",11080,359,2020-06-21
20200628,"AL","Black",13429,413,2020-06-28
20200705,"AL","Black",15320,442,2020-07-05
20200712,"AL","Black",17650,479,2020-07-12
20200719,"AL","Black",19864,537,2020-07-19
20200726,"AL","Black",22269,599,2020-07-26
20200802,"AL","Black",24645,653,2020-08-02
20200809,"AL","Black",26613,709,2020-08-09
20200816,"AL","Black",27226,744,2020-08-16
20200823,"AL","Black",29593,792,2020-08-23
20200830,"AL","Black",30604,837,2020-08-30
20200906,"AL","Black",31327,859,2020-09-06
20200913,"AL","Black",32090,878,2020-09-13
20200920,"AL","Black",32754,902,2020-09-20
20200927,"AL","Black",33576,933,2020-09-27
20201004,"AL","Black",34310,948,2020-10-04
20201011,"AL","Black",35145,981,2020-10-11
20201018,"AL","Black",36048,1006,2020-10-18
20201025,"AL","Black",37070,1021,2020-10-25
20201101,"AL","Black",38319,1046,2020-11-01
20201108,"AL","Black",39381,1057,2020-11-08
20201115,"AL","Black",40753,1095,2020-11-15
20201122,"AL","Black",42478,1126,2020-11-22
20201129,"AL","Black",44525,1149,2020-11-29
20201206,"AL","Black",47761,1187,2020-12-06
20201213,"AL","Black",51189,1225,2020-12-13
20201220,"AL","Black",55119,1270,2020-12-20
20201227,"AL","Black",58238,1334,2020-12-27
20210103,"AL","Black",31719,1374,2021-01-03
20210110,"AL","Black",66570,1459,2021-01-10
20210117,"AL","Black",69697,1570,2021-01-17
20210124,"AL","Black",72793,1646,2021-01-24
20210131,"AL","Black",75906,1771,2021-01-31
20210207,"AL","Black",77839,1961,2021-02-07
20210214,"AL","Black",79442,2022,2021-02-14
20210221,"AL","Black",79834,2044,2021-02-21
20210228,"AL","Black",81782,2168,2021-02-28
20210307,"AL","Black",82790,2223,2021-03-07
20200412,"AL","Latinx",NA,NA,2020-04-12
20200419,"AL","Latinx",NA,NA,2020-04-19
20200426,"AL","Latinx",NA,NA,2020-04-26
20200503,"AL","Latinx",NA,NA,2020-05-03
20200510,"AL","Latinx",NA,NA,2020-05-10
20200517,"AL","Latinx",NA,NA,2020-05-17
20200524,"AL","Latinx",NA,NA,2020-05-24
