"Date","State","Race","Cases","Deaths","DateAsDate"
20200809,"RI","White",5304,669,2020-08-09
20200816,"RI","White",5483,673,2020-08-16
20200823,"RI","White",5655,678,2020-08-23
20200830,"RI","White",5887,685,2020-08-30
20200906,"RI","White",6151,701,2020-09-06
20200913,"RI","White",6326,701,2020-09-13
20200920,"RI","White",6549,711,2020-09-20
20200927,"RI","White",6830,724,2020-09-27
20201004,"RI","White",7539,732,2020-10-04
20201011,"RI","White",7958,740,2020-10-11
20201018,"RI","White",8577,750,2020-10-18
20201025,"RI","White",9206,770,2020-10-25
20201101,"RI","White",10051,784,2020-11-01
20201108,"RI","White",11097,803,2020-11-08
20201115,"RI","White",12518,820,2020-11-15
20201122,"RI","White",15009,846,2020-11-22
20201129,"RI","White",17952,877,2020-11-29
20201206,"RI","White",20585,925,2020-12-06
20201213,"RI","White",24484,983,2020-12-13
20201220,"RI","White",28275,1070,2020-12-20
20201227,"RI","White",31617,1167,2020-12-27
20210103,"RI","White",34469,1234,2021-01-03
20210110,"RI","White",38145,1319,2021-01-10
20210117,"RI","White",42123,1397,2021-01-17
20210124,"RI","White",45443,1479,2021-01-24
20210131,"RI","White",48429,1544,2021-01-31
20210207,"RI","White",53520,1600,2021-02-07
20210214,"RI","White",55408,1658,2021-02-14
20210221,"RI","White",56855,1710,2021-02-21
20210228,"RI","White",58055,1754,2021-02-28
20210307,"RI","White",59389,1816,2021-03-07
20200412,"SC","AIAN",NA,NA,2020-04-12
20200419,"SC","AIAN",NA,NA,2020-04-19
20200426,"SC","AIAN",NA,NA,2020-04-26
20200503,"SC","AIAN",NA,NA,2020-05-03
20200510,"SC","AIAN",NA,NA,2020-05-10
20200517,"SC","AIAN",NA,NA,2020-05-17
20200524,"SC","AIAN",NA,NA,2020-05-24
20200531,"SC","AIAN",NA,NA,2020-05-31
20200607,"SC","AIAN",NA,NA,2020-06-07
20200614,"SC","AIAN",NA,NA,2020-06-14
20200621,"SC","AIAN",NA,NA,2020-06-21
20200628,"SC","AIAN",NA,NA,2020-06-28
20200705,"SC","AIAN",NA,NA,2020-07-05
20200712,"SC","AIAN",NA,NA,2020-07-12
20200719,"SC","AIAN",NA,NA,2020-07-19
20200726,"SC","AIAN",NA,NA,2020-07-26
20200802,"SC","AIAN",NA,NA,2020-08-02
20200809,"SC","AIAN",NA,NA,2020-08-09
20200816,"SC","AIAN",NA,NA,2020-08-16
20200823,"SC","AIAN",NA,NA,2020-08-23
20200830,"SC","AIAN",NA,NA,2020-08-30
20200906,"SC","AIAN",NA,NA,2020-09-06
20200913,"SC","AIAN",NA,NA,2020-09-13
20200920,"SC","AIAN",NA,NA,2020-09-20
20200927,"SC","AIAN",NA,NA,2020-09-27
20201004,"SC","AIAN",NA,NA,2020-10-04
20201011,"SC","AIAN",NA,NA,2020-10-11
20201018,"SC","AIAN",NA,NA,2020-10-18
20201025,"SC","AIAN",NA,NA,2020-10-25
20201101,"SC","AIAN",NA,NA,2020-11-01
20201108,"SC","AIAN",NA,NA,2020-11-08
20201115,"SC","AIAN",NA,NA,2020-11-15
20201122,"SC","AIAN",NA,NA,2020-11-22
20201129,"SC","AIAN",NA,NA,2020-11-29
20201206,"SC","AIAN",NA,NA,2020-12-06
20201213,"SC","AIAN",NA,NA,2020-12-13
20201220,"SC","AIAN",NA,NA,2020-12-20
20201227,"SC","AIAN",NA,NA,2020-12-27
20210103,"SC","AIAN",NA,NA,2021-01-03
20210110,"SC","AIAN",NA,NA,2021-01-10
20210117,"SC","AIAN",NA,NA,2021-01-17
20210124,"SC","AIAN",NA,NA,2021-01-24
20210131,"SC","AIAN",NA,NA,2021-01-31
20210207,"SC","AIAN",NA,NA,2021-02-07
20210214,"SC","AIAN",NA,NA,2021-02-14
20210221,"SC","AIAN",NA,NA,2021-02-21
20210228,"SC","AIAN",NA,NA,2021-02-28
20210307,"SC","AIAN",NA,NA,2021-03-07
20200412,"SC","Asian",70,1,2020-04-12
20200419,"SC","Asian",70,1,2020-04-19
20200426,"SC","Asian",91,1,2020-04-26
20200503,"SC","Asian",57,2,2020-05-03
20200510,"SC","Asian",67,3,2020-05-10
20200517,"SC","Asian",76,3,2020-05-17
20200524,"SC","Asian",87,4,2020-05-24
20200531,"SC","Asian",202,4,2020-05-31
20200607,"SC","Asian",242,5,2020-06-07
20200614,"SC","Asian",306,5,2020-06-14
20200621,"SC","Asian",390,6,2020-06-21
20200628,"SC","Asian",256,6,2020-06-28
20200705,"SC","Asian",328,7,2020-07-05
20200712,"SC","Asian",403,8,2020-07-12
20200719,"SC","Asian",499,10,2020-07-19
20200726,"SC","Asian",588,12,2020-07-26
20200802,"SC","Asian",673,15,2020-08-02
20200809,"SC","Asian",748,18,2020-08-09
20200816,"SC","Asian",803,20,2020-08-16
20200823,"SC","Asian",867,22,2020-08-23
20200830,"SC","Asian",1067,18,2020-08-30
20200906,"SC","Asian",1136,19,2020-09-06
20200913,"SC","Asian",1228,22,2020-09-13
20200920,"SC","Asian",1312,23,2020-09-20
20200927,"SC","Asian",1384,23,2020-09-27
20201004,"SC","Asian",1433,25,2020-10-04
20201011,"SC","Asian",1500,25,2020-10-11
20201018,"SC","Asian",1573,25,2020-10-18
20201025,"SC","Asian",1628,25,2020-10-25
20201101,"SC","Asian",1695,27,2020-11-01
20201108,"SC","Asian",1768,27,2020-11-08
20201115,"SC","Asian",1847,27,2020-11-15
20201122,"SC","Asian",1959,28,2020-11-22
20201129,"SC","Asian",2036,28,2020-11-29
20201206,"SC","Asian",2169,32,2020-12-06
20201213,"SC","Asian",2381,34,2020-12-13
20201220,"SC","Asian",2599,35,2020-12-20
20201227,"SC","Asian",2797,35,2020-12-27
20210103,"SC","Asian",3012,40,2021-01-03
20210110,"SC","Asian",3355,41,2021-01-10
20210117,"SC","Asian",3733,42,2021-01-17
20210124,"SC","Asian",3976,43,2021-01-24
20210131,"SC","Asian",4214,45,2021-01-31
20210207,"SC","Asian",4457,49,2021-02-07
20210214,"SC","Asian",4691,50,2021-02-14
20210221,"SC","Asian",4874,51,2021-02-21
20210228,"SC","Asian",5035,51,2021-02-28
20210307,"SC","Asian",5178,54,2021-03-07
20200412,"SC","Black",780,28,2020-04-12
20200419,"SC","Black",1442,44,2020-04-19
20200426,"SC","Black",1968,62,2020-04-26
20200503,"SC","Black",2519,103,2020-05-03
20200510,"SC","Black",3034,122,2020-05-10
20200517,"SC","Black",3450,146,2020-05-17
20200524,"SC","Black",3948,162,2020-05-24
20200531,"SC","Black",4445,196,2020-05-31
20200607,"SC","Black",5086,224,2020-06-07
20200614,"SC","Black",5828,272,2020-06-14
20200621,"SC","Black",7027,287,2020-06-21
20200628,"SC","Black",8716,311,2020-06-28
20200705,"SC","Black",10826,345,2020-07-05
20200712,"SC","Black",12905,386,2020-07-12
20200719,"SC","Black",16472,439,2020-07-19
20200726,"SC","Black",19433,526,2020-07-26
20200802,"SC","Black",22914,634,2020-08-02
20200809,"SC","Black",25434,721,2020-08-09
20200816,"SC","Black",27319,790,2020-08-16
20200823,"SC","Black",29500,877,2020-08-23
20200830,"SC","Black",32132,968,2020-08-30
20200906,"SC","Black",33603,1019,2020-09-06
20200913,"SC","Black",34741,1072,2020-09-13
20200920,"SC","Black",36314,1118,2020-09-20
20200927,"SC","Black",38200,1163,2020-09-27
20201004,"SC","Black",39238,1201,2020-10-04
20201011,"SC","Black",40345,1232,2020-10-11
20201018,"SC","Black",41722,1258,2020-10-18
20201025,"SC","Black",42983,1289,2020-10-25
20201101,"SC","Black",44378,1317,2020-11-01
20201108,"SC","Black",45727,1338,2020-11-08
20201115,"SC","Black",47273,1359,2020-11-15
20201122,"SC","Black",49054,1392,2020-11-22
20201129,"SC","Black",50647,1419,2020-11-29
20201206,"SC","Black",53232,1456,2020-12-06
20201213,"SC","Black",57101,1489,2020-12-13
20201220,"SC","Black",61313,1526,2020-12-20
20201227,"SC","Black",65042,1564,2020-12-27
20210103,"SC","Black",31210,1635,2021-01-03
20210110,"SC","Black",74555,1700,2021-01-10
20210117,"SC","Black",81212,1785,2021-01-17
20210124,"SC","Black",86711,1863,2021-01-24
20210131,"SC","Black",91865,1987,2021-01-31
20210207,"SC","Black",95812,2127,2021-02-07
20210214,"SC","Black",99929,2204,2021-02-14
20210221,"SC","Black",103049,2278,2021-02-21
20210228,"SC","Black",105469,2353,2021-02-28
20210307,"SC","Black",107296,2408,2021-03-07
20200412,"SC","Latinx",194,NA,2020-04-12
20200419,"SC","Latinx",194,NA,2020-04-19
20200426,"SC","Latinx",228,NA,2020-04-26
20200503,"SC","Latinx",0,NA,2020-05-03
20200510,"SC","Latinx",0,NA,2020-05-10
20200517,"SC","Latinx",0,NA,2020-05-17
20200524,"SC","Latinx",0,NA,2020-05-24
20200531,"SC","Latinx",0,NA,2020-05-31
20200607,"SC","Latinx",0,NA,2020-06-07
20200614,"SC","Latinx",0,NA,2020-06-14
20200621,"SC","Latinx",0,NA,2020-06-21
20200628,"SC","Latinx",0,NA,2020-06-28
20200705,"SC","Latinx",0,NA,2020-07-05
20200712,"SC","Latinx",0,NA,2020-07-12
20200719,"SC","Latinx",0,NA,2020-07-19
20200726,"SC","Latinx",0,NA,2020-07-26
20200802,"SC","Latinx",0,NA,2020-08-02
20200809,"SC","Latinx",0,NA,2020-08-09
20200816,"SC","Latinx",0,NA,2020-08-16
20200823,"SC","Latinx",0,NA,2020-08-23
20200830,"SC","Latinx",0,NA,2020-08-30
20200906,"SC","Latinx",0,NA,2020-09-06
20200913,"SC","Latinx",0,NA,2020-09-13
20200920,"SC","Latinx",0,NA,2020-09-20
20200927,"SC","Latinx",0,NA,2020-09-27
20201004,"SC","Latinx",0,NA,2020-10-04
20201011,"SC","Latinx",0,NA,2020-10-11
20201018,"SC","Latinx",0,NA,2020-10-18
20201025,"SC","Latinx",0,NA,2020-10-25
20201101,"SC","Latinx",0,NA,2020-11-01
20201108,"SC","Latinx",0,NA,2020-11-08
20201115,"SC","Latinx",0,NA,2020-11-15
20201122,"SC","Latinx",0,NA,2020-11-22
20201129,"SC","Latinx",0,NA,2020-11-29
20201206,"SC","Latinx",0,NA,2020-12-06
20201213,"SC","Latinx",0,NA,2020-12-13
20201220,"SC","Latinx",0,NA,2020-12-20
20201227,"SC","Latinx",0,NA,2020-12-27
20210103,"SC","Latinx",0,NA,2021-01-03
20210110,"SC","Latinx",0,NA,2021-01-10
20210117,"SC","Latinx",0,NA,2021-01-17
20210124,"SC","Latinx",0,NA,2021-01-24
20210131,"SC","Latinx",0,NA,2021-01-31
20210207,"SC","Latinx",0,NA,2021-02-07
20210214,"SC","Latinx",0,NA,2021-02-14
20210221,"SC","Latinx",0,NA,2021-02-21
20210228,"SC","Latinx",0,NA,2021-02-28
20210307,"SC","Latinx",0,NA,2021-03-07
20200412,"SC","Multiracial",NA,NA,2020-04-12
20200419,"SC","Multiracial",NA,NA,2020-04-19
20200426,"SC","Multiracial",NA,NA,2020-04-26
20200503,"SC","Multiracial",NA,NA,2020-05-03
20200510,"SC","Multiracial",NA,NA,2020-05-10
20200517,"SC","Multiracial",NA,NA,2020-05-17
20200524,"SC","Multiracial",NA,NA,2020-05-24
20200531,"SC","Multiracial",NA,NA,2020-05-31
20200607,"SC","Multiracial",NA,NA,2020-06-07
20200614,"SC","Multiracial",NA,NA,2020-06-14
20200621,"SC","Multiracial",NA,NA,2020-06-21
20200628,"SC","Multiracial",NA,NA,2020-06-28
20200705,"SC","Multiracial",NA,NA,2020-07-05
20200712,"SC","Multiracial",NA,NA,2020-07-12
20200719,"SC","Multiracial",NA,NA,2020-07-19
20200726,"SC","Multiracial",NA,NA,2020-07-26
20200802,"SC","Multiracial",NA,NA,2020-08-02
20200809,"SC","Multiracial",NA,NA,2020-08-09
20200816,"SC","Multiracial",NA,NA,2020-08-16
20200823,"SC","Multiracial",NA,NA,2020-08-23
20200830,"SC","Multiracial",NA,NA,2020-08-30
20200906,"SC","Multiracial",NA,NA,2020-09-06
20200913,"SC","Multiracial",NA,NA,2020-09-13
20200920,"SC","Multiracial",NA,NA,2020-09-20
20200927,"SC","Multiracial",NA,NA,2020-09-27
20201004,"SC","Multiracial",NA,NA,2020-10-04
20201011,"SC","Multiracial",NA,NA,2020-10-11
20201018,"SC","Multiracial",NA,NA,2020-10-18
20201025,"SC","Multiracial",NA,NA,2020-10-25
20201101,"SC","Multiracial",NA,NA,2020-11-01
20201108,"SC","Multiracial",NA,NA,2020-11-08
20201115,"SC","Multiracial",NA,NA,2020-11-15
20201122,"SC","Multiracial",NA,NA,2020-11-22
20201129,"SC","Multiracial",NA,NA,2020-11-29
20201206,"SC","Multiracial",NA,NA,2020-12-06
20201213,"SC","Multiracial",NA,NA,2020-12-13
20201220,"SC","Multiracial",NA,NA,2020-12-20
20201227,"SC","Multiracial",NA,NA,2020-12-27
20210103,"SC","Multiracial",NA,NA,2021-01-03
20210110,"SC","Multiracial",NA,NA,2021-01-10
20210117,"SC","Multiracial",NA,NA,2021-01-17
20210124,"SC","Multiracial",NA,NA,2021-01-24
20210131,"SC","Multiracial",NA,NA,2021-01-31
20210207,"SC","Multiracial",NA,NA,2021-02-07
20210214,"SC","Multiracial",NA,NA,2021-02-14
20210221,"SC","Multiracial",NA,NA,2021-02-21
20210228,"SC","Multiracial",NA,NA,2021-02-28
20210307,"SC","Multiracial",NA,NA,2021-03-07
20200412,"SC","NHPI",NA,NA,2020-04-12
20200419,"SC","NHPI",NA,NA,2020-04-19
20200426,"SC","NHPI",NA,NA,2020-04-26
20200503,"SC","NHPI",NA,NA,2020-05-03
20200510,"SC","NHPI",NA,NA,2020-05-10
20200517,"SC","NHPI",NA,NA,2020-05-17
20200524,"SC","NHPI",NA,NA,2020-05-24
20200531,"SC","NHPI",NA,NA,2020-05-31
20200607,"SC","NHPI",NA,NA,2020-06-07
20200614,"SC","NHPI",NA,NA,2020-06-14
20200621,"SC","NHPI",NA,NA,2020-06-21
20200628,"SC","NHPI",NA,NA,2020-06-28
20200705,"SC","NHPI",NA,NA,2020-07-05
20200712,"SC","NHPI",NA,NA,2020-07-12
20200719,"SC","NHPI",NA,NA,2020-07-19
20200726,"SC","NHPI",NA,NA,2020-07-26
20200802,"SC","NHPI",NA,NA,2020-08-02
20200809,"SC","NHPI",NA,NA,2020-08-09
20200816,"SC","NHPI",NA,NA,2020-08-16
20200823,"SC","NHPI",NA,NA,2020-08-23
20200830,"SC","NHPI",NA,NA,2020-08-30
20200906,"SC","NHPI",NA,NA,2020-09-06
20200913,"SC","NHPI",NA,NA,2020-09-13
20200920,"SC","NHPI",NA,NA,2020-09-20
20200927,"SC","NHPI",NA,NA,2020-09-27
20201004,"SC","NHPI",NA,NA,2020-10-04
20201011,"SC","NHPI",NA,NA,2020-10-11
20201018,"SC","NHPI",NA,NA,2020-10-18
20201025,"SC","NHPI",NA,NA,2020-10-25
20201101,"SC","NHPI",NA,NA,2020-11-01
20201108,"SC","NHPI",NA,NA,2020-11-08
20201115,"SC","NHPI",NA,NA,2020-11-15
20201122,"SC","NHPI",NA,NA,2020-11-22
20201129,"SC","NHPI",NA,NA,2020-11-29
20201206,"SC","NHPI",NA,NA,2020-12-06
20201213,"SC","NHPI",NA,NA,2020-12-13
20201220,"SC","NHPI",NA,NA,2020-12-20
20201227,"SC","NHPI",NA,NA,2020-12-27
20210103,"SC","NHPI",NA,NA,2021-01-03
20210110,"SC","NHPI",NA,NA,2021-01-10
20210117,"SC","NHPI",NA,NA,2021-01-17
20210124,"SC","NHPI",NA,NA,2021-01-24
20210131,"SC","NHPI",NA,NA,2021-01-31
20210207,"SC","NHPI",NA,NA,2021-02-07
20210214,"SC","NHPI",NA,NA,2021-02-14
20210221,"SC","NHPI",NA,NA,2021-02-21
20210228,"SC","NHPI",NA,NA,2021-02-28
20210307,"SC","NHPI",NA,NA,2021-03-07
20200412,"SC","Other",61,2,2020-04-12
20200419,"SC","Other",105,2,2020-04-19
20200426,"SC","Other",137,2,2020-04-26
20200503,"SC","Other",171,2,2020-05-03
20200510,"SC","Other",269,3,2020-05-10
20200517,"SC","Other",383,3,2020-05-17
20200524,"SC","Other",438,4,2020-05-24
20200531,"SC","Other",606,4,2020-05-31
20200607,"SC","Other",968,5,2020-06-07
20200614,"SC","Other",1533,11,2020-06-14
20200621,"SC","Other",1952,12,2020-06-21
20200628,"SC","Other",2563,13,2020-06-28
20200705,"SC","Other",3280,23,2020-07-05
20200712,"SC","Other",3629,26,2020-07-12
20200719,"SC","Other",4492,31,2020-07-19
20200726,"SC","Other",5300,38,2020-07-26
20200802,"SC","Other",6065,47,2020-08-02
20200809,"SC","Other",5984,54,2020-08-09
20200816,"SC","Other",6428,60,2020-08-16
20200823,"SC","Other",6941,67,2020-08-23
20200830,"SC","Other",7823,73,2020-08-30
20200906,"SC","Other",8340,77,2020-09-06
20200913,"SC","Other",8675,80,2020-09-13
20200920,"SC","Other",9059,81,2020-09-20
20200927,"SC","Other",9450,81,2020-09-27
20201004,"SC","Other",10214,86,2020-10-04
20201011,"SC","Other",10961,88,2020-10-11
20201018,"SC","Other",11496,91,2020-10-18
20201025,"SC","Other",12297,94,2020-10-25
20201101,"SC","Other",13064,100,2020-11-01
20201108,"SC","Other",14044,106,2020-11-08
20201115,"SC","Other",15190,107,2020-11-15
20201122,"SC","Other",16233,113,2020-11-22
20201129,"SC","Other",17301,114,2020-11-29
20201206,"SC","Other",19240,124,2020-12-06
20201213,"SC","Other",21693,131,2020-12-13
20201220,"SC","Other",24736,142,2020-12-20
20201227,"SC","Other",27917,155,2020-12-27
20210103,"SC","Other",31210,178,2021-01-03
20210110,"SC","Other",34915,190,2021-01-10
20210117,"SC","Other",37983,204,2021-01-17
20210124,"SC","Other",44683,221,2021-01-24
20210131,"SC","Other",47685,254,2021-01-31
20210207,"SC","Other",52398,319,2021-02-07
20210214,"SC","Other",54121,346,2021-02-14
20210221,"SC","Other",55578,367,2021-02-21
20210228,"SC","Other",56575,380,2021-02-28
20210307,"SC","Other",57311,389,2021-03-07
20200412,"SC","Unknown",61,8,2020-04-12
20200419,"SC","Unknown",143,10,2020-04-19
20200426,"SC","Unknown",960,28,2020-04-26
20200503,"SC","Unknown",1303,35,2020-05-03
20200510,"SC","Unknown",1317,42,2020-05-10
20200517,"SC","Unknown",1609,36,2020-05-17
20200524,"SC","Unknown",1935,49,2020-05-24
20200531,"SC","Unknown",2464,53,2020-05-31
20200607,"SC","Unknown",3144,54,2020-06-07
20200614,"SC","Unknown",4684,54,2020-06-14
20200621,"SC","Unknown",6896,59,2020-06-21
20200628,"SC","Unknown",10245,72,2020-06-28
20200705,"SC","Unknown",15648,90,2020-07-05
20200712,"SC","Unknown",20753,116,2020-07-12
20200719,"SC","Unknown",26058,161,2020-07-19
20200726,"SC","Unknown",29376,271,2020-07-26
20200802,"SC","Unknown",32479,286,2020-08-02
20200809,"SC","Unknown",34603,336,2020-08-09
20200816,"SC","Unknown",35788,363,2020-08-16
20200823,"SC","Unknown",35633,389,2020-08-23
20200830,"SC","Unknown",35263,383,2020-08-30
20200906,"SC","Unknown",36399,404,2020-09-06
20200913,"SC","Unknown",38485,425,2020-09-13
20200920,"SC","Unknown",39068,443,2020-09-20
20200927,"SC","Unknown",40718,482,2020-09-27
20201004,"SC","Unknown",41684,472,2020-10-04
20201011,"SC","Unknown",42043,488,2020-10-11
20201018,"SC","Unknown",42934,505,2020-10-18
20201025,"SC","Unknown",43932,539,2020-10-25
20201101,"SC","Unknown",44780,549,2020-11-01
20201108,"SC","Unknown",45536,561,2020-11-08
20201115,"SC","Unknown",47379,563,2020-11-15
20201122,"SC","Unknown",49334,596,2020-11-22
20201129,"SC","Unknown",51323,603,2020-11-29
20201206,"SC","Unknown",54911,631,2020-12-06
20201213,"SC","Unknown",59304,651,2020-12-13
20201220,"SC","Unknown",63133,675,2020-12-20
20201227,"SC","Unknown",68229,709,2020-12-27
20210103,"SC","Unknown",74372,731,2021-01-03
20210110,"SC","Unknown",82402,792,2021-01-10
20210117,"SC","Unknown",91143,883,2021-01-17
20210124,"SC","Unknown",96464,909,2021-01-24
20210131,"SC","Unknown",101932,957,2021-01-31
20210207,"SC","Unknown",105528,1031,2021-02-07
20210214,"SC","Unknown",109861,1060,2021-02-14
20210221,"SC","Unknown",113459,1109,2021-02-21
20210228,"SC","Unknown",115997,1137,2021-02-28
20210307,"SC","Unknown",117421,1176,2021-03-07
20200412,"SC","White",1108,25,2020-04-12
20200419,"SC","White",1759,60,2020-04-19
20200426,"SC","White",2106,82,2020-04-26
20200503,"SC","White",2576,133,2020-05-03
20200510,"SC","White",2966,161,2020-05-10
20200517,"SC","White",3296,198,2020-05-17
20200524,"SC","White",3685,215,2020-05-24
20200531,"SC","White",4243,234,2020-05-31
20200607,"SC","White",4965,256,2020-06-07
20200614,"SC","White",6441,261,2020-06-14
20200621,"SC","White",8589,281,2020-06-21
20200628,"SC","White",11537,311,2020-06-28
20200705,"SC","White",15091,353,2020-07-05
20200712,"SC","White",18552,422,2020-07-12
20200719,"SC","White",22463,512,2020-07-19
20200726,"SC","White",26500,642,2020-07-26
20200802,"SC","White",29654,793,2020-08-02
20200809,"SC","White",32915,919,2020-08-09
20200816,"SC","White",35354,1054,2020-08-16
20200823,"SC","White",38177,1170,2020-08-23
20200830,"SC","White",42039,1267,2020-08-30
20200906,"SC","White",45474,1368,2020-09-06
20200913,"SC","White",48735,1465,2020-09-13
20200920,"SC","White",51955,1534,2020-09-20
20200927,"SC","White",56135,1600,2020-09-27
20201004,"SC","White",59013,1669,2020-10-04
20201011,"SC","White",62557,1719,2020-10-11
20201018,"SC","White",66265,1771,2020-10-18
20201025,"SC","White",69838,1855,2020-10-25
20201101,"SC","White",74106,1943,2020-11-01
20201108,"SC","White",78613,2004,2020-11-08
20201115,"SC","White",83818,2056,2020-11-15
20201122,"SC","White",89715,2154,2020-11-22
20201129,"SC","White",94822,2189,2020-11-29
20201206,"SC","White",102547,2323,2020-12-06
20201213,"SC","White",111727,2434,2020-12-13
20201220,"SC","White",121625,2557,2020-12-20
20201227,"SC","White",132194,2692,2020-12-27
20210103,"SC","White",144147,2885,2021-01-03
20210110,"SC","White",159298,3088,2021-01-10
20210117,"SC","White",174113,3323,2021-01-17
20210124,"SC","White",186491,3511,2021-01-24
20210131,"SC","White",197690,3799,2021-01-31
20210207,"SC","White",208178,4125,2021-02-07
20210214,"SC","White",218691,4338,2021-02-14
20210221,"SC","White",227189,4519,2021-02-21
20210228,"SC","White",233747,4625,2021-02-28
20210307,"SC","White",238659,4727,2021-03-07
20200412,"SD","AIAN",139,35,2020-04-12
20200419,"SD","AIAN",139,35,2020-04-19
20200426,"SD","AIAN",139,35,2020-04-26
20200503,"SD","AIAN",139,35,2020-05-03
20200510,"SD","AIAN",198,35,2020-05-10
20200517,"SD","AIAN",264,35,2020-05-17
20200524,"SD","AIAN",396,35,2020-05-24
20200531,"SD","AIAN",493,35,2020-05-31
20200607,"SD","AIAN",604,35,2020-06-07
20200614,"SD","AIAN",740,35,2020-06-14
20200621,"SD","AIAN",838,35,2020-06-21
20200628,"SD","AIAN",962,35,2020-06-28
20200705,"SD","AIAN",1074,35,2020-07-05
20200712,"SD","AIAN",1206,35,2020-07-12
20200719,"SD","AIAN",1301,35,2020-07-19
20200726,"SD","AIAN",1360,35,2020-07-26
20200802,"SD","AIAN",1424,35,2020-08-02
20200809,"SD","AIAN",1490,35,2020-08-09
20200816,"SD","AIAN",1549,37,2020-08-16
20200823,"SD","AIAN",1615,37,2020-08-23
20200830,"SD","AIAN",1773,39,2020-08-30
20200906,"SD","AIAN",1920,40,2020-09-06
20200913,"SD","AIAN",2064,42,2020-09-13
20200920,"SD","AIAN",2270,42,2020-09-20
20200927,"SD","AIAN",2603,42,2020-09-27
20201004,"SD","AIAN",2923,48,2020-10-04
20201011,"SD","AIAN",3428,51,2020-10-11
20201018,"SD","AIAN",4009,58,2020-10-18
20201025,"SD","AIAN",4891,64,2020-10-25
20201101,"SD","AIAN",5967,72,2020-11-01
20201108,"SD","AIAN",6973,83,2020-11-08
20201115,"SD","AIAN",8010,88,2020-11-15
20201122,"SD","AIAN",8900,113,2020-11-22
20201129,"SD","AIAN",9631,124,2020-11-29
20201206,"SD","AIAN",10611,144,2020-12-06
20201213,"SD","AIAN",11145,155,2020-12-13
20201220,"SD","AIAN",11559,170,2020-12-20
20201227,"SD","AIAN",11784,183,2020-12-27
20210103,"SD","AIAN",12099,192,2021-01-03
20210110,"SD","AIAN",12349,201,2021-01-10
20210117,"SD","AIAN",12550,215,2021-01-17
20210124,"SD","AIAN",12950,230,2021-01-24
20210131,"SD","AIAN",13124,242,2021-01-31
20210207,"SD","AIAN",13185,247,2021-02-07
20210214,"SD","AIAN",13271,254,2021-02-14
20210221,"SD","AIAN",13341,258,2021-02-21
20210228,"SD","AIAN",13429,264,2021-02-28
20210307,"SD","AIAN",13518,265,2021-03-07
20200412,"SD","Asian",303,4,2020-04-12
20200419,"SD","Asian",303,4,2020-04-19
20200426,"SD","Asian",303,4,2020-04-26
20200503,"SD","Asian",303,4,2020-05-03
20200510,"SD","Asian",427,4,2020-05-10
20200517,"SD","Asian",475,4,2020-05-17
20200524,"SD","Asian",522,4,2020-05-24
20200531,"SD","Asian",580,4,2020-05-31
20200607,"SD","Asian",634,4,2020-06-07
20200614,"SD","Asian",654,4,2020-06-14
20200621,"SD","Asian",687,4,2020-06-21
20200628,"SD","Asian",700,4,2020-06-28
20200705,"SD","Asian",710,4,2020-07-05
20200712,"SD","Asian",715,4,2020-07-12
20200719,"SD","Asian",714,4,2020-07-19
20200726,"SD","Asian",719,4,2020-07-26
20200802,"SD","Asian",725,4,2020-08-02
20200809,"SD","Asian",731,5,2020-08-09
20200816,"SD","Asian",735,5,2020-08-16
20200823,"SD","Asian",743,5,2020-08-23
20200830,"SD","Asian",751,5,2020-08-30
20200906,"SD","Asian",761,5,2020-09-06
20200913,"SD","Asian",769,5,2020-09-13
20200920,"SD","Asian",780,5,2020-09-20
20200927,"SD","Asian",801,5,2020-09-27
20201004,"SD","Asian",812,5,2020-10-04
20201011,"SD","Asian",823,6,2020-10-11
20201018,"SD","Asian",841,7,2020-10-18
20201025,"SD","Asian",863,7,2020-10-25
20201101,"SD","Asian",885,7,2020-11-01
20201108,"SD","Asian",928,8,2020-11-08
20201115,"SD","Asian",984,8,2020-11-15
20201122,"SD","Asian",1045,9,2020-11-22
20201129,"SD","Asian",1092,11,2020-11-29
20201206,"SD","Asian",1132,11,2020-12-06
20201213,"SD","Asian",1162,13,2020-12-13
20201220,"SD","Asian",1197,14,2020-12-20
20201227,"SD","Asian",1207,15,2020-12-27
20210103,"SD","Asian",1224,15,2021-01-03
20210110,"SD","Asian",1241,15,2021-01-10
20210117,"SD","Asian",1265,16,2021-01-17
20210124,"SD","Asian",1329,16,2021-01-24
20210131,"SD","Asian",1422,16,2021-01-31
20210207,"SD","Asian",1426,16,2021-02-07
20210214,"SD","Asian",1435,16,2021-02-14
20210221,"SD","Asian",1451,16,2021-02-21
20210228,"SD","Asian",1461,16,2021-02-28
20210307,"SD","Asian",1468,16,2021-03-07
20200412,"SD","Black",499,2,2020-04-12
20200419,"SD","Black",499,2,2020-04-19
20200426,"SD","Black",499,2,2020-04-26
20200503,"SD","Black",499,2,2020-05-03
20200510,"SD","Black",761,2,2020-05-10
20200517,"SD","Black",859,2,2020-05-17
20200524,"SD","Black",889,2,2020-05-24
20200531,"SD","Black",906,2,2020-05-31
20200607,"SD","Black",924,2,2020-06-07
20200614,"SD","Black",944,2,2020-06-14
20200621,"SD","Black",961,2,2020-06-21
20200628,"SD","Black",968,2,2020-06-28
20200705,"SD","Black",978,2,2020-07-05
20200712,"SD","Black",985,2,2020-07-12
20200719,"SD","Black",993,2,2020-07-19
